fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.9ea66797afeb86196ea1c514a0de6d2d,"02880940,03957315","bowl,planter","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Fiberglass Bowl Planter 34x17,
3dw.a2841256fc6fd90da518b93bb7233de6,"02880940,03957315,03991062","bowl,planter,pot,flowerpot","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Concrete bowl planter 36 in,
3dw.34875f8448f98813a2c59a4d90e63212,"02880940,03957315","bowl,planter","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Balboa 24dia x 9,
3dw.ed220bdfa852f00ba2c59a4d90e63212,"02880940,03957315","bowl,planter","0.0\,0.0\,1.0","0.70710677\,-0.70710677\,0.0",Akio 26dia x 8,
3dw.80608e58db79d4d83b722c86abee0751,"02880940,03957315","bowl,planter","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Riverside Planter Bowl,
3dw.ea473a79fd2c98e5789eafad9d8a9394,"02880940,03991062","bowl,pot,flowerpot","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Plant Pot,
3dw.aeec00d8dd6e196451a2ad3de1977657,"02880940,03991062","bowl,pot,flowerpot","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Clay Bowl,
3dw.7ed1eb89d5463580a2c59a4d90e63212,"02880940,03957315","bowl,planter","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Alexandria 72dia x 18,
3dw.d4b9e1085ebd4f226bc258c0f0234be0,"04522168,03593526,03991062","vase,jar,pot,flowerpot","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Peruvian Pot,
3dw.d56098d4d83f5976a2c59a4d90e63212,"04522168,03957315","vase,planter","0.0\,0.0\,1.0","0.70710677\,-0.70710677\,0.0",Venetian Vase 24 x 32,
3dw.4996f1c0120f4c62ab361b6be63163da,"04522168,03991062","vase,pot,flowerpot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Vaso ( vase ),
3dw.d6209472e79d0a2422b13c48c34706de,"04522168,03991062","vase,pot,flowerpot","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",vase,
3dw.c03bbfcd33f310155076fe09061f1a7a,"04522168,03991062","vase,pot,flowerpot","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Clay Pot,
3dw.f2599921c8e0a76ea4e7499e379fa4fc,"04522168,03957315,03991062","vase,planter,pot,flowerpot","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Earthenware Vase Pottery,
3dw.de673ddf9df03b8278cf1a714198918,"04522168,03991062","vase,pot,flowerpot","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Vasque (in Sketchup),
3dw.3e2dd918360309554b3c42e318f3affc,"04522168,03593526,03991062","vase,jar,pot,flowerpot","0.0\,0.0\,1.0","0.38301504\,0.9237421\,0.0","pot extérieur, Maisons du monde. Réf: 130.276 Prix:129€",
3dw.7a971531ff72a48d5706d1c54190f27a,"04522168,03991062","vase,pot,flowerpot","0.0\,0.0\,1.0","1.0\,0.0\,0.0",vase,
3dw.dc39b65c9ed54544debefefb2e8c0245,"04522168,03991062","vase,pot,flowerpot","0.0\,0.0\,1.0","0.0\,1.0\,0.0",blue vase,
3dw.3f7d866f4e28e8014b3c42e318f3affc,"04522168,03593526,03991062","vase,jar,pot,flowerpot","0.0\,0.0\,1.0","0.70710677\,-0.70710677\,0.0","pot extérieur, Maisons du monde. Réf: 130.277 Prix:119€",
3dw.c4ac6a5f651d12c6c6b4aaa0b0f9d794,"04522168,03991062","vase,pot,flowerpot","0.0\,0.0\,1.0","0.9238891\,0.38266045\,0.0",detail stone vase,
3dw.eaaa14d9fab71afa5b903ba10d2ec446,"04522168,03991062","vase,pot,flowerpot","0.0\,0.0\,1.0","1.0\,0.0\,0.0","Vase Médicis, Maisons du monde. Réf:   110.899   Prix : 69,00 €",
3dw.415acc982c4a05179d4753b107dff904,03991062,"pot,flowerpot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",indoor plant,
3dw.be681177e9540e4be4406b3bf37e6ffe,03991062,"pot,flowerpot","0.0\,0.0\,1.0","0.9239843\,0.38243052\,0.0",Plant,
3dw.8d7083a120eb546c1c3b3ce292007d5b,03991062,"pot,flowerpot","0.0\,0.0\,1.0","0.38313866\,0.9236909\,0.0",Potted fern plant,
3dw.4fcc70a519fac2a3f11c3739edd52fa3,03991062,"pot,flowerpot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Potted Plant,
