fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.a06df01467d298caac51268fdb437a9e,"03237340,03710193","dresser,mailbox,letter box","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Bristol Mailbox,
3dw.914fa58a47245909a0dcbb80c5a68d2f,03710193,"mailbox,letter box","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Residential mailbox,
3dw.293698b318418f16635f2989c7524167,03710193,"mailbox,letter box","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Mailbox,
3dw.a4c11b601dd4a63bf8c63fffc82e8907,03710193,"mailbox,letter box","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Mailbox,
3dw.e2e38e29cc30fd208ae1c1abea367249,03710193,"mailbox,letter box","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Mailbox on wooden pole,
3dw.54cb538cd36a060bf145bef7cd14676b,03710193,"mailbox,letter box","0.0\,0.0\,1.0","0.0\,1.0\,0.0",mailbox,
3dw.f8ebd72bdd49a43b8ad4a36593b38a9e,03710193,"mailbox,letter box","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Mailbox,
3dw.8700fb772854d8c2dab143a63ea21a89,03710193,"mailbox,letter box","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Dark Mailbox,
3dw.7b722675af1f1cec91adfee365fdcaf,03710193,"mailbox,letter box","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Mailbox,
3dw.3ea1339c113555f231c93b4eed4b11,03710193,"mailbox,letter box","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",MailBox,
3dw.4b41dbd95a68067b71c1364ca3ac2195,03710193,"mailbox,letter box","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Mailbox,
3dw.fd3227fb95b8d29b60ffa41581e372a1,03710193,"mailbox,letter box","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Mailbox,
3dw.26ac0ea516715a5044b2fa2cac0778f5,03710193,"mailbox,letter box","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Mailbox,
3dw.2c3e7ec7a87e73d8285663b602a605b9,03710193,"mailbox,letter box","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Mail Box,
3dw.1e4df43ee2f2da6967f9cc18b363cf72,03710193,"mailbox,letter box","0.0\,0.0\,1.0","-0.9237726\,0.38294145\,0.0",Mailbox,
3dw.580f93299ad002c2949ea1574c63d947,03710193,"mailbox,letter box","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Standard Mailbox,
3dw.85935473b4685e24769119a7d27b495b,03710193,"mailbox,letter box","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","Mailbox, 3D",
3dw.1954c0e02dafb95291389b3c4840180b,03710193,"mailbox,letter box","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Mailbox,
3dw.bfc242ae3d98762ece876412f61273f0,03710193,"mailbox,letter box","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",USPS Mailbox,
3dw.c6d910f8cd92a59fdc83753cd31caa42,03710193,"mailbox,letter box","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Cambridge Column Mailbox,
3dw.af6f76f4e447991b9d6be629f8f5773e,03710193,"mailbox,letter box","0.0\,0.0\,1.0","0.0\,1.0\,0.0",mailbox,
3dw.786cb8e6d57a7912c3366e417a4acadd,03710193,"mailbox,letter box","0.0\,0.0\,1.0","0.0\,1.0\,0.0",mailbox,
3dw.e4300f07c82ba3e9d5cb6d178687b980,03710193,"mailbox,letter box","0.0\,0.0\,1.0","0.0\,1.0\,0.0",modern mailbox,
3dw.5a81ffe8b9acace8e51d90f0237045d2,03710193,"mailbox,letter box","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",mail box,
3dw.df7337cf26adeb865bee258e658f9767,03710193,"mailbox,letter box","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",dual mailboxes,
3dw.b06092a58fd7f1dc9981642c1048582c,03710193,"mailbox,letter box","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Mailbox,
3dw.d80f223e5e1c96d8e4ae8899818510b8,03710193,"mailbox,letter box","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",mailbox,
3dw.dd76ca1f36937b5e558d3001d2e30ac0,03710193,"mailbox,letter box","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Mailbox,
3dw.e6f75c44739ee7b48f74cdb60878d9a,03710193,"mailbox,letter box","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",mailbox,
