fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.345179cdbb6ac9da4dd752ddde80fb1,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Pistol,
3dw.70459a553f42c300f85b811e02bb4272,"03948459,04090263,04250224","pistol,handgun,side arm,shooting iron,rifle,sniper rifle,precision rifle","0.0\,0.9999999\,0.0","-0.9999999\,0.0\,0.0",COLT M1911,
3dw.ca012a47cf5efca23f9d84f9a87a44e4,"03948459,04250224","pistol,handgun,side arm,shooting iron,sniper rifle,precision rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Pistol,
3dw.96013016f3e33bf3e1f2a1daf140ac9f,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Colt M1911,
3dw.c29bc7b0dcdbc2b9e1f2a1daf140ac9f,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",T Arms semi-auto handgun.,
3dw.d747c1f677349e78803b54e9738b20a6,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",P-10MM,
3dw.ac88c6856c21ab422a79dd7a0c99f28d,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Glock 19,
3dw.fbda020053554eeceab5ee569c9de1b1,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",XTF-1000 next gen pistol,
3dw.e6017a1e15095b4e6314c3b6a3a65519,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",PAZ ARMS P-.45A,
3dw.76e10c1cb25e814fe7d6f3ee02d4059f,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,0.9999999","0.0\,0.9999999\,0.0",Colt 45 pistol,
3dw.f6d74e48206fca39a6e43b878d5b335,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Berreta M9,
3dw.44f2f626a4c73b216314c3b6a3a65519,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",P-9MM remasterd,
3dw.fffbe09e4890f8f36314c3b6a3a65519,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Paz Arms INPC Grade target pistol,
3dw.378c3f18cf130bace1f2a1daf140ac9f,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",baretta handgun,
3dw.8a071ea65e9057a1c7c8ce3bef5c2aa9,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,1.0\,0.0","-1.0\,0.0\,0.0",Beretta gtz,
3dw.68cf8f5e1bfb9ff8e71e857afa9df271,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Desert Eagle,
3dw.30195a2d2fe56a1f6887cd98a5557c7b,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,1.0\,0.0","-1.0\,0.0\,0.0",Ruger MP9,
3dw.d7ac2d2fafd9b9076314c3b6a3a65519,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",P-.45ACP,
3dw.e534d084d3bc37184d0af51460733e47,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,0.9999999","0.9999999\,0.0\,0.0",Gold Desert Eagle,
