fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.6098dfbdd0fc78a321e96d7b34bacdcf,03237340,dresser,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Cabinets for micro film with 10 drawers,
3dw.275b26f0555e85acf858430284b28022,03237340,dresser,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Wardrobe,
3dw.265521e0fc7a663259f8e31ca87c470e,03237340,dresser,"0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0","Bahut JOSEPHINE, Maisons du monde, réf 501.40260, Prix 699.00€",
3dw.7d22aa2a9ce589b37ca94e8674788609,03237340,dresser,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Bathroom cabinet 300mm cupboard,
3dw.6d5049bc983aa8b4a805114916841d69,03237340,dresser,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Wooden Cabinet With Sink,
3dw.a81a218a06fa2cbabc78261b35f7ff55,03237340,dresser,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Traditional Pantry Left,
3dw.d17b46d9ad9378209c68640456c0e,03237340,dresser,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Armario texturado 4 puertas + 4 cajones,
3dw.9c8dff9a5f5cc6ab490ad276cd2af3a4,03237340,dresser,"0.0\,0.0\,1.0","-1.0\,0.0\,0.0","la vitrine JOSEPHINE, maisons du monde. Rèf. 501.40101 Prix: 269 €",
3dw.1fe25f0be8d71d6ce2e1a0e8b25f573f,03237340,dresser,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",New bookcase,
3dw.484aac3c3f3ee4aadfcedefd655bc18c,03237340,dresser,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0","Asko - Skříň BREMEN EXTRA (136x199x56), wardrobe",
3dw.44d195279a116e347eee615e75bc3b77,03237340,dresser,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",TC-090 - Tool Storage Tall Cabinet w/ 2 Doors,
