fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.1b3a8fa303445f3e4ff4a2772e8deea,"04194289,04409128,02858304","ship,tender,ship's boat,pinnace,cutter,boat","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",fighter ship,
3dw.3176313945e3739e10508e1f7e97aa01,"04194289,04409128,02858304,04158807,03141327","ship,tender,ship's boat,pinnace,cutter,boat,sea boat,cruise ship,cruise liner","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Pershing yacht,
3dw.47133569866031669268271e4d570275,"04194289,02932891,04409128,02858304,04128499,04128837,04610013","ship,cabin cruiser,cruiser,pleasure boat,pleasure craft,tender,ship's boat,pinnace,cutter,boat,sailboat,sailing boat,sailing vessel,sailing ship,yacht,racing yacht","0.0\,0.0\,1.0","1.0\,0.0\,0.0",55 Foot Luxury Cruiser,
3dw.e72c59779e1a85f05308b39b1b1978d6,"04194289,04409128,02858304,03180504,04347754,04158807,03095699,02965300,03673027,03718212,04552696","ship,tender,ship's boat,pinnace,cutter,boat,destroyer,guided missile destroyer,submarine,pigboat,sub,U-boat,sea boat,container ship,containership,container vessel,cargo ship,cargo vessel,liner,ocean liner,man-of-war,ship of the line,warship,war vessel,combat ship","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0","Cargo ship, M/S/München",
3dw.1b4268c4d812e54943bd01645155d3ee,"04194289,02858304,04530566,03329663,04158807,03095699,03141327,03673027,03896103,04567746","ship,boat,vessel,watercraft,ferry,ferryboat,sea boat,container ship,containership,container vessel,cruise ship,cruise liner,liner,ocean liner,passenger ship,weather ship","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Eurolink Occitanie,
3dw.9902e521bbd9ff3348d84ab7c5cd4c19,"04194289,04273569,04409128,02858304","ship,speedboat,tender,ship's boat,pinnace,cutter,boat","0.0\,0.0\,1.0","0.0\,1.0\,0.0",SpeedBoat,
3dw.c2d6e8710215b74c82689dfa8a7d7e7f,"04194289,02858304,03180504,04347754,04530566,04244997,04128837,03845190,02965300,04409011,03180732,04552696","ship,boat,destroyer,guided missile destroyer,submarine,pigboat,sub,U-boat,vessel,watercraft,small boat,sailing vessel,sailing ship,oil tanker,oiler,tanker,tank ship,cargo ship,cargo vessel,tender,supply ship,destroyer escort,warship,war vessel,combat ship","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",WWII cargo ship,
3dw.4af786ed4226705279863338881ed398,"04194289,02858304","ship,boat","0.0\,0.0\,1.0","1.0\,0.0\,0.0",boat,
3dw.36fba9c2f4c256dc4387c5ea62cbbe8b,"04194289,02858304","ship,boat","0.0\,0.0\,1.0","0.0\,1.0\,0.0",roman ship,
3dw.246335e0dfc3a0ea834ac3b5e36b95c,"04194289,02858304,04530566,04158807,04409128","ship,boat,vessel,watercraft,sea boat,tender,ship's boat,pinnace,cutter","0.0\,0.0\,1.0","-2.4500372E-16\,-1.0\,0.0",Yacht,
3dw.6834c4f307753dd1427c8de062c1497a,"04194289,03939178,04244997,04409128,02858304,03180504","ship,pilot boat,small boat,tender,ship's boat,pinnace,cutter,boat,destroyer,guided missile destroyer","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",Japith's all out concept ship Update 1,
3dw.b31884906c966b4fa54923b7d85aee7d,"04194289,04409128,02858304,03351262","ship,tender,ship's boat,pinnace,cutter,boat,fishing boat,fishing smack,fishing vessel","0.0\,0.0\,1.0","1.0\,0.0\,0.0",unoriginal-edited boat,
3dw.355a85d0156984c75e559927dcb9417c,"04194289,02858304","ship,boat","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",BOAT GREEK,
3dw.160271b40b1d6822c40386bdd72f9a0,"02932891,04409128,02858304,04158807","cabin cruiser,cruiser,pleasure boat,pleasure craft,tender,ship's boat,pinnace,cutter,boat,sea boat","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",The Melissa,
3dw.58c05eceed8e0a48f3e39f2e17005efc,02932891,"cabin cruiser,cruiser,pleasure boat,pleasure craft","0.0\,0.0\,1.0","-1.0\,1.8373681E-16\,0.0",living party,
3dw.5bc0bff4ead8277b421dcde4f714e772,"02932891,02811618,04409128,02858304,04530566","cabin cruiser,cruiser,pleasure boat,pleasure craft,battle cruiser,tender,ship's boat,pinnace,cutter,boat,vessel,watercraft","0.0\,0.0\,1.0","1.0\,0.0\,0.0",CBN BB-12 (Resourceful),
3dw.63d91bce2f3d26abdeb3e56da26a6974,"02932891,02858304,03673027,04610013","cabin cruiser,cruiser,pleasure boat,pleasure craft,boat,liner,ocean liner,yacht,racing yacht","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Dream Yacht,
3dw.d57e124826aabbbfc6cb0dfa2f14f9d4,02932891,"cabin cruiser,cruiser,pleasure boat,pleasure craft","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Cabin Cruiser,
3dw.79a13d8bffa87b8ba8ae9698506bed5,"02932891,04128837,04194289,04409128,02858304,04610013","cabin cruiser,cruiser,pleasure boat,pleasure craft,sailing vessel,sailing ship,ship,tender,ship's boat,pinnace,cutter,boat,yacht,racing yacht","0.0\,0.0\,1.0","1.0\,0.0\,0.0",50 Foot Coastal Cruiser,
3dw.19df5aa5324f265d4de203ef6842ee61,"02932891,04273569,02858304","cabin cruiser,cruiser,pleasure boat,pleasure craft,speedboat,boat","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Cabin Cruiser,
3dw.54196fe702cd0f5ba27ad5a09bb4c2bf,02932891,"cabin cruiser,cruiser,pleasure boat,pleasure craft","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Cabin Cruiser,
3dw.f2192f3c34a877f1d01eaac447e2e9b,"02932891,03673027,04194289","cabin cruiser,cruiser,pleasure boat,pleasure craft,liner,ocean liner,ship","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",HMS Good Hope,
3dw.b1991078d16797eb221fc8bb1161b418,"02932891,04552696,04194289","cabin cruiser,cruiser,pleasure boat,pleasure craft,warship,war vessel,combat ship,ship","0.0\,0.0\,1.0","1.0\,0.0\,0.0",my bismark battleship,
3dw.567e385bc5c40247e414f982f9c422f7,"02932891,03140900,04530566,04194289","cabin cruiser,cruiser,pleasure boat,pleasure craft,cruiser,vessel,watercraft,ship","0.0\,0.0\,1.0","1.0\,0.0\,0.0",WW1 era Dreadnought (Finnished),
3dw.68e60ab321e4198ab437d385637c4e1c,"04409128,02858304,04115456,03199901,04244997,03351262","tender,ship's boat,pinnace,cutter,boat,rowing boat,dinghy,dory,rowboat,small boat,fishing boat,fishing smack,fishing vessel","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0","The ""Denny"" - A Rowboat",
3dw.66fcc3b9b53e0564d619719db5285416,"04409128,02981792,04194289,02858304,04128499,04128837,04610013","tender,ship's boat,pinnace,cutter,catamaran,ship,boat,sailboat,sailing boat,sailing vessel,sailing ship,yacht,racing yacht","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Catamaran Sailing Yacht (unfinished,
