fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.88842eadd96e5cab570b6bda9783c8ba,"20000027,03001627,03691459","club chair,chair,loudspeaker,speaker,speaker unit,loudspeaker system,speaker system","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Best Chair Ever,
3dw.4d74d8c3df7a85051d225d751745cd28,"03676759,03691459,04152593","liquid crystal display,LCD,loudspeaker,speaker,speaker unit,loudspeaker system,speaker system,screen,CRT screen","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",High Def LCD TV,
3dw.b3a4bcdee00ab993ebc29484102f14e3,03691459,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Monitor Audio GXC 350,
3dw.1e52b6d474a08635c10555abb2efb430,03691459,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Monitor Audio BR1 Speaker,
3dw.16eec6c601ae44c06299da17267bf77,03691459,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Ported Speaker Cabinet,
3dw.20ac1211f88a8a1878396b03f57f644c,03691459,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Speaker,
3dw.3ff2ce8b7432b5d6feae521e94848af6,03691459,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Polk Audio CS2 Series II Center Channel Speaker (Cherry),
3dw.87e2d9c72eeb8c49f398d0c5832df00e,"03691459,04599124","loudspeaker,speaker,speaker unit,loudspeaker system,speaker system,woofer","0.0\,0.0\,1.0","1.0\,0.0\,0.0",JBA SUPER SONIC 1,
3dw.d956f40d4b3cf48f7889725d46ad23,03691459,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Style Speaker,
3dw.a29485bfe6a688f0ce3ab2c820261e42,03691459,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Boombox,
