fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.5ce845f80b1d407282dde982679cd879,"20000022,02738535,03891251","rex chair,armchair,park bench","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Washington Square 1 Seat Bench,
3dw.5ce636f716f8f11e601104cd2d998272,"20000022,02738535,03891251","rex chair,armchair,park bench","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",LV177 Vera Chair with Armrests by mmcite',
3dw.b58a0307a86959bd564f6f5de611dfed,"02738535,03891251","armchair,park bench","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Washington Square 1 Seat Bench,
3dw.b625936e3db6af6318df1fa50d2b64c,"02738535,02828884","armchair,bench","0.0\,0.0\,1.0","1.0\,0.0\,0.0","Town Square 32"" Bench",
3dw.8ad57afa55cebfe0dad433a29cb627ea,"02738535,03891251","armchair,park bench","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Washington Square 1 Seat Bench,
3dw.b4584ca6fe22a0be599937922ec198cc,"02738535,03891251","armchair,park bench","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Chase Park 1 Seat Bench,
3dw.3ff4401d898b488a601104cd2d998272,"02738535,03001627,03891251,02828884","armchair,chair,park bench,bench","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",LV157  Vera Chair with Armrests by mmcite',
3dw.323f0787810ef9a285a030bdc6cb9884,"02738535,03891251","armchair,park bench","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Chase Park 1 Seat Bench,
3dw.263f629d385be2b1601104cd2d998272,"04331277,03001627,03891251,02828884","straight chair,side chair,chair,park bench,bench","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",LV152 Vera Chair by mmcite',
3dw.ef018d0bcb3d4c89601104cd2d998272,"04331277,03001627,03891251,02828884","straight chair,side chair,chair,park bench,bench","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",LV172 Vera Chair by mmcite',
3dw.3a91034ceb33784b562fc21c99684e03,"04331277,03891251,02828884","straight chair,side chair,park bench,bench","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","Neoromantico 24"" Bench",
3dw.a762de549efd8f2899d9a264095450d7,"02828884,03891251","bench,park bench","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Bench,
3dw.9bf1e702777f4f5292694c864c93195e,02828884,bench,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",park bench,
3dw.49ab2a5a9005eab9d2b12aa6a0f050b3,"02828884,04177820","bench,settle,settee","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Thomas_Steele_Bench_CRB2-6,
3dw.17b7a0e3c70dbc3d90a6b1b2b5522960,"02828884,02738535","bench,armchair","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",WAITING bench,
3dw.49989a15860936d6601104cd2d998272,"02828884,03891251","bench,park bench","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",LV175 5' Vera Bench with Armrests by mmcite',
3dw.32b62bb2758b4c7fd2b12aa6a0f050b3,"02828884,03891251","bench,park bench","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Thomas_Steele_Bench_GNB-6-RD-SF,
3dw.7792b15f8c598763d2b12aa6a0f050b3,"02828884,03891251","bench,park bench","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Thomas_Steele_Bench_CRB2-5A,
3dw.667305123da07968d2b12aa6a0f050b3,"02828884,03891251","bench,park bench","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Thomas_Steele_Bench_GRB-8C-VS,
3dw.607414f33022aff2d2b12aa6a0f050b3,02828884,bench,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Thomas_Steele_Bench_CNB-6-VS,
3dw.504ad0bf35b2004dd2b12aa6a0f050b3,"02828884,03891251","bench,park bench","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Thomas_Steele_Bench_CNB-5-WI,
3dw.280553e975d6b79fd2b12aa6a0f050b3,"02828884,03001627,03891251","bench,chair,park bench","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Thomas_Steele_Bench_CNB-6-HS,
