fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.baca1996923c25f943a6722dac94523b,03759954,"microphone,mike","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Radio Microphone 3FM,
3dw.1784a6bea782ef4af50956e9de496e43,03759954,"microphone,mike","0.0\,0.0\,1.0","-0.38267362\,0.92388356\,0.0",Microfone com pedestal esticado - Microphone with stand,
3dw.b86751a9f75423dcffbcf74570805a6f,03759954,"microphone,mike","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",microphone de Michael Jackson,
3dw.d9f87094f6a26f8ea2105179d0c9d51e,03759954,"microphone,mike","0.0\,0.0\,1.0","0.70710677\,0.70710677\,0.0",Desktop Microphone,
3dw.514024b4a66a57d592ecd319dfd8c5d,03759954,"microphone,mike","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Microphone,
3dw.b4df512cd2ecdef445eaf8d7198d3016,03759954,"microphone,mike","0.0\,0.0\,1.0","-0.70710677\,0.70710677\,0.0",Generic Desktop Microphon,
3dw.c38c1a3036e7135df50956e9de496e43,03759954,"microphone,mike","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Microfone com pedestal - Microphone with stand,
3dw.2b717a6fb2aadcf9a22dab393015702f,03759954,"microphone,mike","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",micro,
3dw.98b0e21d5ca46e222afc25cef0918375,03759954,"microphone,mike","0.0\,0.0\,1.0000001","-0.3826395\,-0.92389774\,0.0",Пульт микрофонный DIS DC 6120 P,
3dw.9a4c236fb8dc6e3e1ef58b31c4ba0d15,03759954,"microphone,mike","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Shure SM58 Wireless SLX,
3dw.d48385dd958c4ec2f1e87737afc5aa24,03759954,"microphone,mike","0.0\,0.0\,1.0","-0.7071067\,-0.7071067\,0.0",Microphone boom with stand,
3dw.322615cc1d6cedec494399fa6924e986,03759954,"microphone,mike","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Microphone stand with extension and microphone,
3dw.bfca931e3aa57d06ef026123226f5519,03759954,"microphone,mike","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Radio Microphone,
3dw.c66b5236940fa0c474d0d70573a389d9,03759954,"microphone,mike","0.0\,0.0\,1.0000001","0.92407036\,-0.38222244\,0.0",Microphone Stand with boom,
3dw.f482692b2086e54e7ec3f7c14c03a92c,03759954,"microphone,mike","0.0\,0.0\,1.0","-0.70710677\,-0.70710677\,0.0",Cloud PM1,
3dw.fa06eacff134fbcd59a6208793b9dfca,03759954,"microphone,mike","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Microphone - U 87 Ai,
3dw.35f36e337df50fcb92b3c4741299c1af,03759954,"microphone,mike","0.0\,0.0\,1.0","-0.7071067\,-0.7071067\,0.0",Shure 55 Microphone,
3dw.64af172f468f76a89675998826ae9066,03759954,"microphone,mike","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Shure SM 57 Micorphone,
3dw.d823eac75f84b3bbf76111a8c1b3eccd,03759954,"microphone,mike","0.0\,0.0\,1.0000001","-0.7071067\,0.7071067\,0.0",SM7B Radio Microphone On Stand,
3dw.e596111d27ca09f043a6722dac94523b,03759954,"microphone,mike","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",complete radio mic MNFM,
3dw.91db799921bc0241c040d6dbf5370e2f,03759954,"microphone,mike","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Microphone stand straight,
3dw.86e2b5f2603db0ca6ef604d255267aae,03759954,"microphone,mike","0.0\,0.0\,1.0000001","0.7071067\,0.7071067\,0.0",microphone for computer,
3dw.f8b19d24d53102805495b39f8c929b31,03759954,"microphone,mike","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Microphone (Micro),
