fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.ad4ca1e6d178dedfbdc5348d65406054,"03237340,02871439","dresser,bookshelf","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Bookshelf/Display Cabinet,
3dw.4f53f0d00d3491f35eea3e3d89293379,"20000010,02871439","desk cabinet,bookshelf","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",Meridiani Douglas Storage Unit,
3dw.3c6b1e5888e5fabd9463d0e381798ed8,"20000011,02871439","garage cabinet,bookshelf","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Bookshelf,
3dw.2f30f402c00a166368068eb0ef40fbb1,"20000011,02871439","garage cabinet,bookshelf","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Scaffale Rialto (dynamic),
3dw.58b97051fb1efb3b4bd9e0690b0b191,"20000011,02871439","garage cabinet,bookshelf","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Meridiani Lane Bookcase,
3dw.d998e75348902a511dff03f33a13aa77,"20000011,02871439","garage cabinet,bookshelf","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",bookshelf,
3dw.6081348fd96b21c3eca22c501ad0a77a,"20000011,02871439","garage cabinet,bookshelf","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Smania Biblo Show-Case,
3dw.1e95c521f70972a2f5758e5628273c4e,"20000011,02871439","garage cabinet,bookshelf","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Bookshelf,
3dw.2a9acc146f7310b1492d9da2668ec34c,"20000011,02871439","garage cabinet,bookshelf","0.0\,0.0\,0.9999999","-0.9999999\,0.0\,0.0",Haworth/Castelli/ NCBR-RLLT-WR,
3dw.484a99e5ec7ba9f4b2029d92310f4aeb,"04529681,02871439","vertical file,bookshelf","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Dynamic Bookcase for SketchUp 7 For Dummies,
3dw.a62b569b9b55a34d14067ffcfc2ba435,02871439,bookshelf,"0.0\,0.0\,1.0","0.0\,1.0\,0.0",Bookcase,
3dw.cd0563a71a03b69688dcbe86402c7c15,02871439,bookshelf,"0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Bookshelf,
3dw.4784aa14cd3a65a1898bf206629dc8be,02871439,bookshelf,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Bookshelf,
3dw.959b3402f426223bcc88311b3d194337,02871439,bookshelf,"0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0","Interluebke ""Studimo"" book storage",
3dw.39ef7e982d00763560507fdad4357e06,02871439,bookshelf,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",IKEA Bookshelf (EXPEDIT),
3dw.303a84aa514f566883679e873099585,02871439,bookshelf,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Bookshelf,
3dw.e6b90d7b634f03e0f65dfeec70ceaaec,02871439,bookshelf,"0.0\,0.0\,1.0","-1.0\,0.0\,0.0","bookshelf ",
3dw.5bcfec5fe326fff4e0deec465e890dca,02871439,bookshelf,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Custom Bookshelf,
