fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.465491e7cfd3e0b198a7e0d99b5bf4c9,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",tap - canilla - monocomando,
3dw.ac026fa4c69669a25b036534f28c2db,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Torneira - Water Faucet,
3dw.a360dfc51bae92cd76d20e73c57c9a03,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Virage Widespread Lavatory Vessel Faucet by Brizo,
3dw.f5768e78c91ac91dd5fb864340bb146,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",spigot 2,
3dw.4335832712076999d84cdc7f15b1ee59,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Torneira,
3dw.5ba6bb8365b474f773ecd661ad15c4dd,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Tap,
3dw.8e8173ea18dec2c8fdbe2bf897d8a820,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",robinet,
3dw.356f8deac817eab7a0a07918e742ff41,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Tap Oval,
3dw.103f0eb370d64fe532149015b3e64c,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","1.0\,0.0\,0.0",PYRAMIS Quadro kitchen tap,
3dw.b963d7abd99a0f9df94134d46393e640,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","-0.70710677\,-0.70710677\,0.0",Zucchetti X3375 Sink Tap mixer for Kitchen,
3dw.72863e1ef3c0a6fbdd5cf959690bb73f,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Cast-Iron Pedestal Sink,
3dw.839b652592f066cd31ee592be5c5c0f1,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",torneira parede - tap,
3dw.57c9713acf2765a13321831d2245cf06,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","K-16109-4A Revival® kitchen sink faucet with 9-3/16"" spout, sidespray and traditional lever handles",
3dw.346a94616fa138bb85d4c34ee84c24a9,"04559451,03775636,03325088","water faucet,water tap,tap,hydrant,mixing faucet,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Sloan Faucets SF-2200 Sensor Activated Electronic Gooseneck Faucet,
3dw.de4c1e3e21d5202da7c60f6678573a4,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Water faucet 4,
3dw.d519321280e573574e65aebfba5f980f,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Water faucet 3,
3dw.e09fdcf6ca6cc44969f45219d1cec82,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Modern water faucet set,
3dw.2007abffa44d274d25074a00e97604c0,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Water faucet 2,
3dw.34152f014bc3955d188386a1b5f2f907,"04559451,03775636,03325088","water faucet,water tap,tap,hydrant,mixing faucet,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Sloan Valve Optima plus EBF-750 Battery Powered Gooseneck Hand Washing Faucet,
3dw.a695ea6dcd5e85b03321831d2245cf06,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",K-14402-4A Purist® single-control lavatory faucet with straight lever handle,
3dw.c9c3fce5cf0e964f116162acefe23592,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Mixer Tap,
3dw.59f6a76767eb5fc72f8c68dc62edc38,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Faucet_Atrio_FG21047,
3dw.75400f002f5ca46f275e59035e1ccbda,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Pyramis Verseto kitchen tap,
3dw.e1e7f5f1d431e77f6d0157e3e7a8917c,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Linden Waterfall Single Handle With Pull-Out Spray Faucet by Delta - 4153-SS-DST,
3dw.5ded149f15be08af526fd4dfffaede08,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","-0.92395246\,-0.38250735\,0.0",Pyramis Rialto kitchen and bathroom tap,
3dw.832cb748754a0adfe2741a99971b1f5a,"04559451,03775636,03325088","water faucet,water tap,tap,hydrant,mixing faucet,faucet,spigot","0.0\,0.0\,1.0","-0.7071067\,0.7071067\,0.0",Oras Ventura 8020,
3dw.80d6971df918758f871adc8ea82b7293,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Vola HV1,
3dw.497e448f82ef1ad3321831d2245cf06,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","K-331-4M Finial® Traditional bath faucet with handshower, diverter spout and lever handles",
3dw.8571a28754a62b8ce163f4a7838826d,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Vola 121,
3dw.bf4f75844044654076d20e73c57c9a03,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Talo Single Handle With Pull-Down Spray Faucet by Brizo,
3dw.4352119300b754d4e3f7a74e12a274ef,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","1.0\,0.0\,0.0",tap,
3dw.384ac965e52b16c5b0957d845ac33749,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","1.0\,0.0\,0.0",kraan_Quooker_Nordic Round_keukenkraan,
3dw.91b9542a41c2c80dfcff3f0bf2219ec7,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","0.9238947\,-0.3826467\,0.0",Grifo monomando,
3dw.a951f273c8dee77f96a7dbf21dc55841,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Kitchen Rinser Tap,
3dw.482e8134a2d5461b14b35a7d7cea7130,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",SB1 - Lucia Basin Mixer - Bathroom Tapware - Abey,
3dw.f17f569ccdf9e9e85b1c02ea3a290822,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Bathroom Tap,
3dw.8f1e94d2e214b5c076d20e73c57c9a03,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Venuto SmartTouch Single Handle With Pull-Down Spray Faucet by Brizo,
3dw.c8b9f478f3b94b3513bcf6712568dadd,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",cuba  (contribuição Tiago Crisostomo),
3dw.4c3fe77fab3730caec944ac16e6ab528,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Faucet,
3dw.a7c12a4d02bf3614378f7f7b635ccd96,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Zip instant tap,
3dw.51c0b5604dfebf537fededae3a8b5db1,"04559451,03325088","water faucet,water tap,tap,hydrant,faucet,spigot","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Faucet,
3dw.752773b189f2557986a0e7208530ce22,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Water Tap,
3dw.869d5441e74a94b3251c40136771148c,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Griferia franke inox gaia,
3dw.873b6c2543798e437d6fb76678b5a248,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",bathroom sink,
3dw.27588aad5d5bda1fcb6036d6e778885f,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Vado Sense tall basin mixer tap,
3dw.bb727c220cb940bad3ac876afae3fa86,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Sink,
3dw.c9716fcd783c1cc178d17489f52f679,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Sink tap,
3dw.adbea30c5cb5e4d94a0a22774477f1a9,04559451,"water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Grohe Contemporary,
3dw.c69047a5a9a995b1c36fb70296e45483,03325088,"faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Odin™ Chrome Two Handle Wall-Mount Lavatory Faucet by Brizo |65875LF-PC,
3dw.28568aa9e333a421c36fb70296e45483,03325088,"faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",RSVP Chrome Wall-Mount Vessel Lavatory by Brizo | 65890LF-PCLHP,
3dw.dfd23237c9ccc149b362845c6edb57fc,03325088,"faucet,spigot","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Amura-T Wall-mounted Shower Mixer,
3dw.1f223cac61e3679ef235ab3c41aeb5b6,03325088,"faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",MISTURADOR LAVATÓRIO DE MESA - BRIZO - DOCOL,
3dw.2559df6172ff5b1a840312071e438eeb,03325088,"faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Sloan QT-1320-1330 Single Handle Lavatory Faucet,
3dw.45fd2fd02e27bbb53321831d2245cf06,03325088,"faucet,spigot","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",K-10088-9 Oblo™ two-piece bidet faucet,
3dw.53270b19da085eb1b362845c6edb57fc,03325088,"faucet,spigot","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Brava Monoblock Sink Mixer with Cast-brass Swivel Spout,
3dw.e34fce990f5c1e3bb362845c6edb57fc,03325088,"faucet,spigot","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Brava Monoblock Sink Mixer with High Swivel Spout,
3dw.71fa90c64528cd58b362845c6edb57fc,03325088,"faucet,spigot","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Esmai Mezclador Exterior Lavabo c/Desagüe Automático,
3dw.5f9c1f87d28294153321831d2245cf06,03325088,"faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",K-T314-4M Finial® Traditional deck-mount high-flow bath faucet trim with lever handles,
3dw.bdbe36608edfcb23b362845c6edb57fc,03325088,"faucet,spigot","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Targa Wall-mounted Shower Mixer,
3dw.41aee3c40e294f9776c18e71fd49c4dc,03325088,"faucet,spigot","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",SIDERNA SINGLE HANDLE LAVATORY FAUCET by Brizo | 65080LF-PC,
3dw.82c9b22a5f1f0999b362845c6edb57fc,03325088,"faucet,spigot","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Verona Wall-mounted Shower Mixer with High-flow Shower Rose,
3dw.86c6af80c470a805eb69804478f9c547,03325088,"faucet,spigot","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Water Spigot,
3dw.99e55a6a9ab18d31cc9c4c1909a0f80,03325088,"faucet,spigot","0.0\,0.0\,1.0","0.9238683\,-0.3827106\,0.0",Faucet Franke Azimut,
3dw.a0bb3e71fa03369e843f813f752a5e35,"03325088,04559451","faucet,spigot,water faucet,water tap,tap,hydrant","0.0\,0.0\,1.0","1.0\,0.0\,0.0",keukenkraan Brand New Cold & Hot Mixer Faucet mod.2  (336 mm),
