fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.36b3329dc0bbd86989704dab2d2a8ab9,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","0.0\,1.0\,0.0","0.0\,0.0\,1.0",My Cell Phone,
3dw.7757585cdde7953d86ecff2582325794,02992529,"cellular telephone,cellular phone,cellphone,cell,mobile phone","-1.0\,0.0\,0.0","0.0\,0.0\,1.0",cell phone,
3dw.ae942af3b88d07af2c557fc696108818,02992529,"cellular telephone,cellular phone,cellphone,cell,mobile phone","1.0\,0.0\,0.0","0.0\,0.0\,1.0",Z-Phone,
3dw.ab8243a880170c00cca1221aa4c4f70a,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",iPod Touch 5th Gen,
3dw.17d4ef9fa59ede481cfeae953cc2339d,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",HTC Touch P3050 (MSTR Carrier),
3dw.54b4288766d87dcf332f5e5df5b42874,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","-1.0\,0.0\,0.0","0.0\,0.0\,1.0",Mobile,
3dw.7f41f4b186fdf84c7ecaf377af2046d6,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","0.0\,1.0\,0.0","0.0\,0.0\,1.0",samsung U600,
3dw.d72b00ba0cbe10a1157f4a560c24391b,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",The Xin (Android Phone),
3dw.d7b2a9546b6f68bfd0659574aaccef0b,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","-1.0\,0.0\,0.0","0.0\,0.0\,1.0",3d phone,
3dw.d0b5b899929975558ee99126b119afe5,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","0.0\,-1.0\,0.0","0.0\,0.0\,1.0",Portable,
3dw.bd7b84ae3b88bd5cd2dd279a9538db3c,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","-1.0\,0.0\,0.0","0.0\,0.0\,1.0",Samsung Monte 2 Concept (My Design),
3dw.f5f1fbeca9af99c98efee9b82d757c0b,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","0.0\,1.0\,0.0","0.0\,0.0\,1.0",Iphone/Droid,
3dw.e4a0f08d8a6d487ac9de9dbf8ea0d889,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","1.0\,0.0\,0.0","0.0\,0.0\,1.0",LG KF700 (touch screen mobile phone),
3dw.72d3c4148500a7fe1bf02ad5664135fe,02992529,"cellular telephone,cellular phone,cellphone,cell,mobile phone","0.0\,1.0\,0.0","0.0\,0.0\,1.0",HTC Cell Phone,
3dw.774bec08bd534dd28a1687774f473322,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","0.0\,1.0\,0.0","0.0\,0.0\,1.0",simple smart phone,
3dw.a635a6b98eda6c1fa436566ba711d6a7,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","1.0\,0.0\,0.0","0.0\,0.0\,-1.0",Alysen Fedewas Awesome cell phone,
3dw.7d93b8dae79d5bbe7015d3b6f402d5a4,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","0.0\,0.0\,1.0","0.0\,1.0\,0.0",iPhone 5,
3dw.c3b9cb70c6a80ed686a04ec9e4169973,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","0.0\,1.0\,0.0","0.0\,0.0\,1.0",ICE ICONIA,
3dw.ed0f3e1d20fc722bb0478ec258b0ea3d,02992529,"cellular telephone,cellular phone,cellphone,cell,mobile phone","0.0\,1.0000001\,0.0","0.0\,0.0\,1.0000001",cellphone,
3dw.fe9d97823a25e56d95e43220ee0eb824,"02992529,03488438,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,handset,French telephone,telephone,phone,telephone set","0.0\,0.0\,1.0","0.0\,1.0\,0.0",iPhone 5 Concept,
3dw.4e8cb66f915fb5ac5fdc2445fe061736,"02992529,04401088","cellular telephone,cellular phone,cellphone,cell,mobile phone,telephone,phone,telephone set","-0.38260582\,0.0\,0.92391163","0.92391163\,0.0\,0.38260582",Samsung gt-s5600,
