fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.91cec7275a9b3266a6eaed098287ffd3,"04554684,03207941","washer,automatic washer,washing machine,dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",dishwasher,
3dw.4bca315fd61741797fb96900a295055a,"04554684,03207941","washer,automatic washer,washing machine,dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",built in dishwasher,
3dw.e726e6409dc3921ff622709cb80f8ca1,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","24"" Dishwasher (9-Program Stainless Steel)",
3dw.fa01ff7f1d217850df3a1b0d597ce76e,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","PDW1860NSS GE Profile™ 18"" Built-In Dishwasher",
3dw.7d19e1db73ebfee26f893b5bc716a3fa,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Stainless Kitchen Dishwasher,
3dw.7fce8c7fc6ce0364fcd4910413c446d9,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","1.0\,0.0\,0.0",dishwasher,
3dw.dd4cb99f1f210b196e25f3efedf6785f,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",KROMO DUPLA50 DISHWASHER,
3dw.37fde5302327d2594a44340bf227e40,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",KUDC20CVSS KitchenAid Fully Visible Console | Classic Series |  Architect® Series II,
3dw.af913c310f1b978ae6488a574e8954a5,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Siemens SR54E500EU Dishwasher,
3dw.b904af827973a59977e1c4f3e3547f0c,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Samaung dishwasher,
3dw.687c09af50c2e5f5db2f7e7d8b44c8fa,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",G 5915 SCi Futura Diamond Dishwasher,
3dw.503b4dff71b404dabf195d81040cc60,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Dishwasher,
3dw.5d17e90f512a3dc7df3a1b0d597ce76e,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",ZBD8920PSS GE Monogram® Fully Integrated Dishwasher,
3dw.a2ca291c8660a3465ea2d22d991d7d33,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Amana Dishwasher,
3dw.dfdf181c7c4b9a0a525c8adfc0dedbf6,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","lava platos, lavavajillas, dishwasher",
3dw.fba77111f045a448fad3c648a4e3c1dd,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Automatic dishwasher black 28-inch,
3dw.270b80325b30676592a31ec18c4e190a,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","1.0\,0.0\,0.0",dishwasher,
3dw.3bee2133518d4a2c1f3168043fdd9df6,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",RENLIG,
3dw.a62b6a19d2093bc91cbd656f2f1bc2ff,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Electrolux Icon Dishwasher EDW5505EPS,
3dw.b5ca6cded4b23f2455b2aedb5bd199c6,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","24"" Dishwasher (Epicure)",
3dw.d6b3d8434fc41179db4c5469c0c1ba80,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","1.0\,0.0\,0.0",MEIKO DV80.2 GIO DISHWASHER,
3dw.4a4f0713fbabb6e514b35a7d7cea7130,03207941,"dishwasher,dish washer,dishwashing machine","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Double DishDrawer - DD60DDFM6 - Fisher & Paykel,
