fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.7905d83af08a0ca6dafc1d33c05cbcf8,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",bus,
3dw.1ccd676efa14203e4b08e5e8ba35fb4,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",costera metropolitana bus,
3dw.6f92698b7e495df56b61c956066f9ade,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",35' Class A Motorhome,
3dw.f59a474f2ec175eb7cdba8f50ac8d46c,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",路線バス5,
3dw.84d8f737e423d441bb81ac54404de04d,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",autobus de oriente ado,
3dw.8abad4c89c0a7333a6a511745136dc32,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Bus,
3dw.3e1860cc19efb87df6cf361e85e34a53,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",路線バス2,
3dw.6cb8d31ae40d5cacef2ffd8d8b11b2c3,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",New bus for London,
3dw.ca75cad248b081a52470de2774d6099,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Mercedes CITARO II,
3dw.567d3b42ab9b89195135b59750002c2a,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Bus,
3dw.dc9c640221f58021c08550bf6ec9e732,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","1.0\,0.0\,0.0",МАЗ-103,
3dw.7ee6884bb0bbf9e352470de2774d6099,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Mercedes CITARO II RATP,
3dw.521fbafd6674948eeea69f3a548f8109,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",MC9 Motorcoach,
3dw.4ead9b28515b97fdc0e2e9e9ade4d03b,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Jelcz M-11 Bus,
3dw.1dea3af9695415f71f6a5b0146bf3030,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Bus,
3dw.e2d650d6572321281ab9df4be75138d0,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",UK Bus,
3dw.f7cae23060d52bde99ebcb8df4d39cff,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",Bus de Turismo 1 para The nah City.,
3dw.917de64538fb9f3afe1d4530f4c6e24,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","1.0\,0.0\,0.0",1980 MOTOR COACH INDUSTRIES MCI MC-9 COACH CONVERSION,
3dw.7cb9f004d48454e18cdfa422d76ee8,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Trailways Motor Coach Industries MCI MC-9 Motor Coach,
3dw.1984914daabaaa44afb5b09d8f4dd829,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Modifed MC9 Motorcoach RV,
3dw.2c922ea4c2fdd84b270b857a2cb41e7c,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",2010 Prevost H3-45 Motorcoach Bus,
3dw.e879b8f56a0bb33ae87bec97f6a7c3b7,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Volkswagen Bus,
3dw.685c9ef95d3e779aeb0efde6945afda8,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","Greyhound bus MC-9 ""Americruiser 2""",
3dw.967d5e9bb9b79d92ab2c2809513f396e,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Herkimer Bus,
3dw.393575fc4533b0e8fd116a83fba6ae75,02924116,"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger vehi","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Cheetah bus from Saint's Row,
