fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.61a9c9dd90089425769ba004c0947e77,"04152593,03782190","screen,CRT screen,monitor,monitoring device","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",CRT Monitor,
3dw.21de0761d0f8f2f9342b2a88bd008cbe,"04152593,03782190","screen,CRT screen,monitor,monitoring device","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Monitor,
3dw.44bf642d0b33752628fdea86734e40fc,"04152593,03782190","screen,CRT screen,monitor,monitoring device","0.0\,0.0\,1.0","1.0\,0.0\,0.0",20inch CRT,
3dw.eb712261aec94a8ddf8fce61d01de43d,"04152593,03782190","screen,CRT screen,monitor,monitoring device","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",CompaqP1220,
3dw.9da823886a808f7da8f1d83a370a51c0,04152593,"screen,CRT screen","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",TV - CRT,
3dw.64f160a87582cea38a57abd4646e319,"04152593,03782190","screen,CRT screen,monitor,monitoring device","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",1990s CRT monitor,
3dw.518b97c2a0892aced88854fc3e3ce05,04152593,"screen,CRT screen","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","51"" Sony Rear Projection TV",
3dw.5c16184e52d1317f5c188551f03b75de,04152593,"screen,CRT screen","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",TV,
3dw.38ecf0c5f3d5ee533fb0920a55a7e805,"04152593,03782190,03085219,03085602","screen,CRT screen,monitor,monitoring device,computer monitor,computer screen,computer display","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",CRT Monitor 19'',
3dw.ab8af4bf679eb599ffb8194c06b9bc3c,"04152593,03085219","screen,CRT screen,computer monitor","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",HP compaq computer + Monitor Zenith,
3dw.8449704b3c3c290ec5243a0ab191990d,"04152593,03782190","screen,CRT screen,monitor,monitoring device","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",monitor,
3dw.3934f942bb0b462a90b6c749bc63f3e6,"04152593,03782190","screen,CRT screen,monitor,monitoring device","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Monitor Samsung SyncMaster 753dfx,
3dw.2f3bdb6fbaaf9e60eeb8d422649e5f2b,"04152593,03782190","screen,CRT screen,monitor,monitoring device","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Old Generic Monitor,
3dw.2475d02352162243cba9caf4d254cef0,"04152593,03085219","screen,CRT screen,computer monitor","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",old computer monitor,
3dw.d89cb5da6288ae91a21dea5979316c3e,"04152593,03782190,03085219,03085602","screen,CRT screen,monitor,monitoring device,computer monitor,computer screen,computer display","0.0\,0.0\,1.0","1.0\,0.0\,0.0",A simple monitor,
