fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.9c5d16afab1cd899d1f50c75142faa8a,04265428,space helmet,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Helm o1,
3dw.8f17e31867f1968969b2407ca5e1a9ac,"04265428,03513137","space helmet,helmet","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Futuristic helmet,
3dw.f0a1e3c919471b2819fa27f3bdd7d71c,"04265428,03513137","space helmet,helmet","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Random space like Helmet,
3dw.8942f437af8771afa1702a37604ec6f,"04265428,03513137","space helmet,helmet","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Generic Star Wars Style Space Helmet with Detailed Greeblies,
3dw.6429cf540f58c246226eabe1cca3e850,"04265428,03513137","space helmet,helmet","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",Epsilon Chest Amor (Halo Epsilon-- >READ DESCRIPTION For Epsilon Story<),
3dw.37f55552b517eceb501db4f27570eeec,03513137,helmet,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Mark VI Helmet,
3dw.7f03445e003b692f3fd0acbaa54efdfa,03513137,helmet,"0.0\,0.0\,1.0000001","-0.38133094\,-0.9244386\,0.0",helmet camera,
3dw.be9b9c3bd70c6f5c785b8fa1ee371fb3,03513137,helmet,"0.0\,0.0\,1.0","-1.0\,0.0\,0.0",ODST Helmet,
3dw.366a517ee3a9aa3db4c1516b11b344e0,03513137,helmet,"0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Futuristic Helmet,
3dw.500502549d46f6d34e61e54863a9d5af,03513137,helmet,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",ODST helmet (reconstrution v.2),
3dw.d8736fc5b77ac6d26e686498ed562f91,03513137,helmet,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",M1 USA WWII helmet,
3dw.2a6f4a2ff5e11b264dead5f22c05efdf,03513137,helmet,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Bell RS3 Helmet,
3dw.9668f0abd848e943b20f6e48f6a30cbf,03513137,helmet,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Master Chief Helmet -PHOTO TEXTURED-,
3dw.77266730e34800638d23b8b99c98bb6e,03513137,helmet,"0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",****Status Update****,
3dw.ae8a2ae90ac11bd93d4e343a1ac21b93,03513137,helmet,"0.0\,0.0\,1.0","-0.3825807\,-0.9239221\,0.0",Helmet,
3dw.dc10f3b2b8cf3c8f3a0407ebaf7dd3a5,03513137,helmet,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Helghast standard-soldier Helmet,
3dw.aa51f885208208375094ac652b5174eb,03513137,helmet,"0.0\,0.0\,1.0","0.0\,1.0\,0.0",Helmet of the German Young Fire-Fighters,
3dw.257676761b471e0e69508b2b14833df3,03513137,helmet,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Daft Punk: Guy-Manuel de Homem-Christo's Robot Head,
3dw.3a12b9c4f7f08b8efac6099f3d4830fe,"03513137,03379051","helmet,football helmet","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Florida State Seminoles football helmet,
3dw.5f0fab98fec5f53bfac6099f3d4830fe,"03513137,03379051","helmet,football helmet","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Duke Blue Devils football helmet,
3dw.20ef9affd966bb53727b087f26084eb,03513137,helmet,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Clone comander Rex,
3dw.73359cd0e38579745c351e299b24e355,03513137,helmet,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Diving helmet,
3dw.7721ee80bfa4cbc583ce6bc80d855733,03513137,helmet,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",IRON MAN HELMET,
3dw.8b6b50321f5d5ba114300f3e8908fff,03513137,helmet,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Helmet,
3dw.27e52dac4cafdfee2a04c68bc263be,03513137,helmet,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",G.U.R.A.-Helmet,
3dw.22ff6fc2c81a3674823590ed8a67d74b,03513137,helmet,"0.0\,0.0\,1.0","-1.0\,0.0\,0.0",helmet,
3dw.91c0193d38f0c5338c9affdacaf55648,03513137,helmet,"0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",A Roman Helmet,
3dw.93a86f07803b31c7715a42c4b7cc3a54,03513137,helmet,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Ayrton Senna 1988,
3dw.854adc84a21c0a1de8fe5a1391785bf6,03513137,helmet,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",ironman helmet by okomta,
3dw.57ffd28975abba38480514d7f2edc0a3,03513137,helmet,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",StormTrooper helmet version 3,
3dw.1dc0db78671ac363f99976ddcaae4d11,"03379051,03513137","football helmet,helmet","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Iowa Hawkeyes football helmet,
3dw.ee4046b8154cf9fd5964bcdfbf477f81,"03379051,03513137","football helmet,helmet","0.0\,0.0\,1.0","-0.9236656\,0.38319936\,0.0",Maryland Terrapins football helmet 2011,
3dw.13da2cd827cc8b9f99976ddcaae4d11,"03379051,03513137","football helmet,helmet","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Purdue Boilermakers football helmet,
3dw.12a5eb233ecf486e3e01acc90dd935ff,"03379051,03513137","football helmet,helmet","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Buckeye's Football Helmet,
3dw.d739548a9b15c18cfac6099f3d4830fe,"03379051,03513137","football helmet,helmet","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Wake Forest Demon Deacons football helmet,
