fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.aec6aa917d61d1faebe67d9b32c3ddf8,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","-0.70710677\,0.70710677\,0.0",Katz,
3dw.452c562f86da1ca7bdcda0bf7e7b4744,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Wine bottle,
3dw.5a1e624764af0205bf8b9d530de7a108,"04591713,02876657,02823428","wine bottle,bottle,beer bottle","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Beer Bottle,
3dw.1c38ca26c65826804c35e2851444dc2f,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",wine bottle,
3dw.d297d1b0e4f0c244f61150ce90be197a,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Bouteille de vin,
3dw.cbe88d4a56535ba64e23e9314af9ae57,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",Liquor Bottle,
3dw.e101cc44ead036294bc79c881a0e818b,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Wine bottle,
3dw.5561fe6ad83a5000fc0eb7bdb358f874,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","0.0\,1.0\,0.0",ABSOLUT BOTTLE 1LITER 2013,
3dw.bfe7d0102dcd0deff43af5716b936459,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","0.0\,1.0\,0.0",bottle,
3dw.3861b002979703fbed4f86beca49f32,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","0.0\,1.0\,0.0",A green bottle,
3dw.7778c06ab2af1121b4bfcf9b3e6ed915,"04591713,02876657","wine bottle,bottle","0.0\,1.0\,0.0","0.0\,0.0\,1.0",Wine Bottle,
3dw.c4b6121d162a3cb216ae07d515c8c56e,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Veuve Clicquot Ponsardin,
3dw.78f5db072e28145db1e647730e72f91c,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Wine Bottle 001 generic blue,
3dw.1df41477bce9915e362078f6fc3b29f5,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Louis Roederer Champagne Bottle,
3dw.331601288075868e342fe691e18bb5fd,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Glass winebottle,
3dw.bb46957091f2a282cfdfe3f21f42a111,"04591713,02876657,03593526","wine bottle,bottle,jar","0.0\,0.0\,1.0","-0.70710677\,-0.70710677\,0.0",Labelled bottle,
3dw.74d0244fed5504cdb1d85e3f9755b881,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Botle,
3dw.3f6dd828b9880456807c41acb554a82,"04591713,02823428,02876657","wine bottle,beer bottle,bottle","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Tuborgflasken,
3dw.d85f1862dfe799cbf78b6c51ab8f145e,"04591713,02823428,02876657","wine bottle,beer bottle,bottle","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",a bottle,
3dw.437678d4bc6be981c8724d5673a063a6,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Wine Bottle 750 mL - Option 1,
3dw.abe3a232d973941d49a3c1009fa79820,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",Wine Bottle,
3dw.3108a736282eec1bc58e834f0b160845,"04591713,02823428,02876657","wine bottle,beer bottle,bottle","0.0\,1.0\,0.0","0.0\,0.0\,1.0",Beer Bottle,
3dw.f2279b29f7d45bbd744c199e33849f2a,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Bottle,
3dw.f68e99b57596b33d197a35146ee825cd,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",Bottle 2,
3dw.cf6843231592b29e2586fa0d0359af6,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Bottle,
3dw.3ae3a9b74f96fef28fe15648f042f0d9,"04591713,02823428,03603722,02876657","wine bottle,beer bottle,jug,bottle","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Bottle,
3dw.b45d6cadaba5b6a72d20e9f11baa5f8f,"04591713,02876657","wine bottle,bottle","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Moët et Chandon bottle,
