fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.7e984643df66189454e185afc91dc396,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Keyboard (Computer),
3dw.aaa82b33a0414ab6a374d341749045f5,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Computer Keyboard,
3dw.ef86e713b0f71801d5ed7cc6bf6e7003,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Teclado Multimídia,
3dw.80512f14251fb8c94f0dfda6a4916221,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Computer Keyboard,
3dw.657c0de244576d26add3e496533730f,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",computer keyboard,
3dw.44ed926c35d42e38b20f6e48f6a30cbf,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Computer Keyboard,
3dw.4cade5a7ad1f473870d89967fcf73679,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","1.0\,0.0\,0.0",keyboard,
3dw.13c3acba1f43836a3123e2af297efed8,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Keyboard,
3dw.477b37c996a9ae6b61b37d2f08c1bc03,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.70710677\,0.70710677\,0.0",Apple Computer keyboard,
3dw.d6bc3855da47fbc842e76de3842fd93c,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Key Board,
3dw.f24f90cb00b51c2ec8c3ac9bcbcd9687,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Keyboard By Siki,
3dw.3ebc2b3e6235869fc7be8dc1ce3991c2,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Keyboard,
3dw.4a14f442ed519225a17d66eaa6c79db4,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Technology - Keyboard,
3dw.442a30c7e3d4f820cb07c68667cfdc00,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Clavier1 / Keyboard1,
3dw.21f6bbe54dab206a571ee28145703271,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Apple Aluminum Keyboard (wired version),
3dw.61f958f07b7489e56f03051f81ab06b7,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Keyboard,
3dw.dd369d106a5180ddcc47da24d018e46,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Black keyboard:,
3dw.3df729da3b80c91033297782c16a4e28,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",keyboard,
3dw.4daa8d27a660895142ce30c291f8ca44,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Amiga Fantasy,
3dw.f10ec7a7acc71e2db24a19cdd6afda6,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Keyboard azerty,
3dw.908428b9ee9db16ffd06de9ba37d44bd,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Keyboard,
3dw.a5349bc8e3a7ff77c600925618bc4f77,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Computer Keyboard,
3dw.1e11af6fa598cd6960113b959388060d,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Computer Keyboard,
3dw.e2cd4218113ddcfe75b627155369ae7,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","1.0\,0.0\,0.0",computer keyboard,
3dw.c680be5b4715de9cde3e0c162cb2b41b,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Keyboard,
3dw.ef3d038046cab5cabeb3159acb187cec,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Keyboard,
3dw.e9e5d448b7f2da86edb8bbed3955f432,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Computer Keyboard (Incomplete),
3dw.6c3bcb83c57e430f584c9f4a9f37e15,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Blank Keyboard,
3dw.485e300538ca1fc9f1e852be2b9d80e8,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Mac Keyboard,
3dw.d0885b3f14be8fbe2070d983a046060,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Keyboard,
3dw.3714f64af44a135f6d3e11439c6c22c8,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Keyboard,
3dw.9ae261771f20269a2cc2573cdc390405,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Computer Keyboard,
3dw.980ea79e2dab7a595f4027209dc8065d,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Keyboard,
3dw.56794ac8b1257d0799fcd1563ba74ccd,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Keyboard,
3dw.4b13c682d58bb2184e7e6a507a54ea94,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Trust Wireless Keyboard,
3dw.fa61675a0f92a2ed3aeab48ed64c0fa4,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Desk top keyboard,
3dw.60101361c899c9b54ee5c9c77434cb10,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Apple's Flat Keyboard,
3dw.ac37c2bffd932033c03cb21be18ac701,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Photoreal keyboard,
3dw.4ed5011d30d0bad8654d740782c268f3,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Dell Computer keyboard,
3dw.8bbe84f243cad940f0ce652372f56eef,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",Standard HP keyboard,
3dw.485b2b3315e2de0698b3a9547b8c6f56,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Amiga A1200,
3dw.72d9a4452f6d58b5a0eb5a85db887292,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Apple Wireless Keyboard,
3dw.744c65c1a90c7db44f43b0e03c0602c,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",saitek gaming keyboard v2,
3dw.3f34b7f6ef1fd8e7891aaffa5a7c7cad,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Standard qwerty keyboard,
3dw.c6f97082a7d28645ecda5e76a9473fca,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,1.0\,0.0","Keyboard, clavier",
3dw.fb6ee1aeefa551e188e2183678696c9a,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Apple Wireless Concept Desktop,
3dw.4c0d7cf86419a997d528a236ffa583af,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",keyboard,
3dw.e834257d8910fab3cfe78be5b7b99c8d,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Apple Wireless Keyboard,
3dw.5c30c30f543afcec9f695af5ccc7d06f,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Keyboard,
3dw.72d5aad0fbca8996ef04aec0d9ffcd31,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Teclado,
3dw.9d86f895dc2d54c9b09914703fdadd6,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Diamond View Keyboard,
3dw.b4795b53530c26c58b13932a0c28e98b,"02992529,03085013","cellular telephone,cellular phone,cellphone,cell,mobile phone,computer keyboard,keypad","-1.0\,0.0\,0.0","0.0\,0.0\,1.0",ICE XANTIA EyroTab,
3dw.9acaa3cd9bf7ab64e1b43120579d856a,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Logitech G15,
3dw.d05abcd34629ca136d07c55cf995503e,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Genius keyboard,
3dw.f6517b0bad40b72d36871b478a4420ba,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",simple computer keyboard,
3dw.a86e4fb88103550d4dc96c27c8aa82ed,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",X-keys XK-24,
3dw.d22bad5e72b815c41aea59cd55c902b0,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",X-keys XK-60,
3dw.6b8b2a80a834a297590e6ac98d4b27b0,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Teclado,
3dw.277e8f771b0aa88a6c71abf53b20bc9c,03085013,"computer keyboard,keypad","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Incomplete Base,
