fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.b92829a039380e31cf7f052999a00e5c,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","1.0\,0.0\,0.0",microvave,
3dw.a4a556292a3d9395230584014222e685,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",A MODERN MICROWAVE,
3dw.dc5c91c8c01b1c8c506c648223cdabe9,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Microwave oven,
3dw.146d5859bbd8d629bbf88898fc491e0c,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",microwave,
3dw.b95c595576a3846aad0ab2bac067d6b1,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,1.0\,0.0",microwave samsung,
3dw.6216efeb4d5836d1efa585e146d1a8c9,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Microwave,
3dw.891f65c773939191c834958aed613724,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",DC Microwave,
3dw.c3bb5f3c842a6c2d178e7d331e641179,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",JMC1150WS Built-In/Countertop Microwave Oven with Convection,
3dw.faf8ef1f6f78b75bdef92a6dd2a4a6ef,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Simple Microwave 500*280*300 mm,
3dw.f26c8ade290b82c7843e991acd39f432,03761084,"microwave,microwave oven","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",litle microwave,
3dw.d54fce16dbf7ba12b8f6d409bb3f1e7e,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Micro-Onde,
3dw.5874b21cb167217f4d9ddb9a204e75cd,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Microwave oven,
3dw.7672e8f619765cc51af9a5a7008cc3ec,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Horno compacto siemens HB86P572 de 45 cm de altura,
3dw.30f4135ed68bff99186b61b33e112099,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",DeLonghi 800W Microwave,
3dw.c1851c910969d154df78375e5c76ea3d,03761084,"microwave,microwave oven","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",micro-ondes,
3dw.70f55c83dccea88043c8f1cd479ffb1e,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Microwave Oven,
3dw.a65e74617ff51c661b1fe5e2144bf114,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Phisycs Microwave,
3dw.d713865a94c8229575f4e5007488531,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","Bosch 30"" Stainless Steel 500 Series Built-in Microwave",
3dw.c57ce5ac1f4f5e127bae653f822044a6,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Microondas,
3dw.49670b80947d34aca7f79a2a8b5d6e7f,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Microonda,
3dw.cc932ff79453c009a6bce7f3d1dfedad,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Microwave Deluxe,
3dw.5f51f5e0607167b4178e7d331e641179,03761084,"microwave,microwave oven","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0","JMW2330WS 30"" Combination Microwave/Wall Oven",
3dw.77c4453bb4349e398128bc89a67202b0,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Microondas Panasonic,
3dw.337b1db9d85de33b4a73e364671ba824,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",AVint Keuken,
3dw.f8a7646ad61d3d24a44340bf227e40,03761084,"microwave,microwave oven","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0","KHMS2050SSS KitchenAid 2.0 Cu. Ft. Capacity, 1200 Watts, TruCapture Ventilation System",
3dw.7b53aa1ce95b1efd1773834ba0a5df02,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","-3.0607136E-16\,-1.0\,0.0",Gommah Microwave (WIP),
3dw.29012d42054b3a1087bcae7a654cc37,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Micro-ondas 18L Single Branco Brastemp - BMS25A,
3dw.ba6d0df5585528369a16c253ade435df,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Microondas Electrolux MEF28 18 Litros - alex.martimiano@gmail.com,
3dw.753c4428f12b2233b5d3c5ea5d496caa,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Panasonic NE-1024,
3dw.48eecde6f71bc1a2f99d92708f91e592,03761084,"microwave,microwave oven","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Built-in microwave SAMSUNG,
3dw.cd475ed6b6300dbdbe3a55bdbe3532d,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Panasonice Microwave Oven,
3dw.8d94838d6ad21411df3a1b0d597ce76e,03761084,"microwave,microwave oven","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",PEM31SMSS GE Profile Spacemaker II® 1.0 Cu. Ft. Microwave Oven,
3dw.3c475e459a7cf86a13508f8f9877b42a,03761084,"microwave,microwave oven","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Microwave,
3dw.11b6eb19d293f93676839a521e23c8fa,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Microwave,
3dw.91aa6504b3900385df3a1b0d597ce76e,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","ZET1SMSS 30"" Built-In Electronic Convection Single Wall Oven",
3dw.67e4d0cf70b87600ddf024f7de40d58f,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Microwave Oven,
3dw.13290e02935a82a22846fa729d90e125,03761084,"microwave,microwave oven","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Microwave Oven,
