fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.f23a544c04e2f5ccb50d0c6a0c254040,"02824058,03797390","beer mug,stein,mug","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Beer mug,
3dw.c2eacc521dd65bf7a1c742bb4ffef210,"02824058,03797390","beer mug,stein,mug","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Wooden beer mug,
3dw.9737c77d3263062b8ca7a0a01bcd55b6,"02824058,03797390","beer mug,stein,mug","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Tankard,
3dw.7d282cc3cedd40c8b5c4f4801d3aada,"02824058,03797390","beer mug,stein,mug","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Under-graduate Beer Mug,
3dw.649a51c711dc7f3b32e150233fdd42e9,"02824058,03797390","beer mug,stein,mug","0.0\,0.0\,1.0","0.9238607\,-0.38272893\,0.0",golden beer tankard,
3dw.c39fb75015184c2a0c7f097b1a1f7a5,03797390,mug,"0.0\,0.0\,1.0","-1.0\,0.0\,0.0",a plain cream mug,
3dw.83827973c79ca7631c9ec1e03e401f54,03797390,mug,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",white mug,
3dw.daee5cf285b8d210eeb8d422649e5f2b,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0","-0.38164943\,-0.9243072\,0.0",Mug,
3dw.edaf960fb6afdadc4cebc4b5998de5d0,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Coffee Mug,
3dw.6aec84952a5ffcf33f60d03e1cb068dc,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Dansk Bistro coffee mug,
3dw.c6bc2c9770a59b5ddd195661813efe58,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Coffee Mug,
3dw.e6dedae946ff5265a95fb60c110b25aa,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Coffee Mug,
3dw.d7ba704184d424dfd56d9106430c3fe,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Coffee Mug,
3dw.1eaf8db2dd2b710c7d5b1b70ae595e60,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Taza negra,
3dw.5fe74baba21bba7ca4eec1b19b3a18f8,03797390,mug,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Caneca pra tomar café gostoso,
3dw.32e197b8118b3ff6a4bd4f46ba404890,03797390,mug,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Coffee Mug,
3dw.6faf1f04bde838e477f883dde7397db2,03797390,mug,"0.0\,0.0\,1.0","0.70710677\,-0.70710677\,0.0",coffee mug,
3dw.c60f62684618cb52a4136492f17b9a59,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Chalkboard Coffee Mug,
3dw.67b9abb424cf22a22d7082a28b056a5,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Mrs. Elliott's Mug,
3dw.b7e705de46ebdcc14af54ba5738cb1c5,03797390,mug,"0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Blue Coffee Mug,
3dw.639a1f7d09d23ea37d70172a29ade99a,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Margarido House - Coffee Mug Component,
3dw.9c930a8a3411f069e7f67f334aa9295c,03797390,mug,"0.0\,0.0\,1.0","0.0\,1.0\,0.0",Cup,
3dw.b811555ccf5ef6c4948fa2daa427fe1f,03797390,mug,"0.0\,0.0\,1.0","0.70710677\,-0.70710677\,0.0",Tea Cup,
3dw.9ff8400080c77feac2ad6fd1941624c3,03797390,mug,"0.0\,0.0\,1.0","0.38267913\,-0.92388135\,0.0",Coffee Cup,
3dw.e16a895052da87277f58c33b328479f4,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Coffee,
3dw.1305b9266d38eb4d9f818dd0aa1a251,03797390,mug,"0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Caneca nirvana mug,
3dw.15bd6225c209a8e3654b0ce7754570c8,03797390,mug,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",simple mug 1,
3dw.8b780e521c906eaf95a4f7ae0be930ac,03797390,mug,"0.0\,0.0\,1.0","0.70710677\,-0.70710677\,0.0",Metal Mug,
3dw.b6f30c63c946c286cf6897d8875cfd5e,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Mug,
3dw.1be6b2c84cdab826c043c2d07bb83fc8,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Coffee Mug 2,
3dw.cf777e14ca2c7a19b4aad3cc5ce7ee8,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0000001","0.9239108\,-0.38260776\,0.0",Avatar Coffee Mug,
3dw.128ecbc10df5b05d96eaf1340564a4de,03797390,mug,"0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Mug,
3dw.b88bcf33f25c6cb15b4f129f868dedb,03797390,mug,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Mug,
3dw.7374ea7fee07f94c86032c4825f3450,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Coffee Mug,
3dw.71995893d717598c9de7b195ccfa970,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Mug,
3dw.5b0c679eb8a2156c4314179664d18101,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Coffee Mug,
3dw.7d6baadd51d0703455da767dfc5b748e,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Coffee Mug,
3dw.962883677a586bd84a60c1a189046dd1,"03797390,03063599","mug,coffee mug","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Coffee Mug UA Plumbers Local 159,
