fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.1e2ddaef401676915a7934ad3293bab5,"20000015,20000020,02738535,03001627","ball chair,cantilever chair,armchair,chair","0.0\,0.0\,1.0","0.7071067\,-0.7071067\,0.0",Orange Armchair,
3dw.5e6d8f9275fc311fb7c42e403b7689ad,"20000015,02738535,03001627","ball chair,armchair,chair","0.0\,0.0\,1.0","1.0\,0.0\,0.0",fauteuil,
3dw.6584413da69096db65ba78ad9601cf1b,"20000015,02738535","ball chair,armchair","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",KARE 76776 Chair Bahia Multicolore (Stuhl Bahia Multicolore),
3dw.e6e65bbad248c82c4c59782c74cbf5c7,"20000015,20000023,02738535","ball chair,tulip chair,armchair","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",armchair,
3dw.69e35c579a68fe146045fdc35419ee6c,"20000015,20000023,02738535,03001627","ball chair,tulip chair,armchair,chair","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Arm Chair 001,
3dw.3469b7f0709ed90ac681404257d94ad9,"20000015,20000023,02738535","ball chair,tulip chair,armchair","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Cadeira Saccaro Cairolli ref. 6735,
3dw.bf3c19bb6bf16aa8beedd4e6b38acced,"20000015,20000023,04331277","ball chair,tulip chair,straight chair,side chair","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Impossible Chair (marque Kartell),
3dw.40fc53f1c111a19c7d3c9de9415fb224,"20000015,20000023,02738535,03001627","ball chair,tulip chair,armchair,chair","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Red Ball chair,
3dw.4b71f633ddb55c6e309160eb001312fe,"20000015,20000023,20000027","ball chair,tulip chair,club chair","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Ball Chair,
3dw.379f2db4f028cd7925e847faed0661b,"20000015,20000023,04331277","ball chair,tulip chair,straight chair,side chair","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Cadeira Esfera,
3dw.e896f38e6b62f25ce030e064f3b8af2b,"20000015,04373704,02738535,03262932","ball chair,swivel chair,armchair,easy chair,lounge chair,overstuffed chair","0.0\,0.0\,1.0","1.0\,0.0\,0.0",c1 lounge armchair,
3dw.76389d102e3fb729f51f77a6d7299806,"20000015,20000023,02738535","ball chair,tulip chair,armchair","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","fauteuil SOUCOUPE, Maisons du monde. Réf: 122207 prix 139€",
3dw.2acb11399d4d6cc335836c728d324152,"20000015,20000023,02738535","ball chair,tulip chair,armchair","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",KARE 71507 Armchair Eye Ball Fibre White (Sessel Eye Ball Fibre White),
3dw.8a67fd47001e52414c350d7ea5fe2a3a,"20000015,20000023,02738535,03001627","ball chair,tulip chair,armchair,chair","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Poltrona Delos,
3dw.1c08f2aa305f124262e682c9809bff14,"20000015,20000020,02738535,03001627","ball chair,cantilever chair,armchair,chair","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Aliante Hanging Cocoon,
3dw.6f11d4ab55b7a63e261fd7080fd6f759,"20000015,20000027","ball chair,club chair","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",papa san,
3dw.39c2f4690aff8f049a45ed2554d2f93e,"20000015,04373704,02738535","ball chair,swivel chair,armchair","0.0\,0.0\,1.0","0.0\,1.0\,0.0",C1 Verner Panton,
3dw.7fbe0c40524fd37465ba78ad9601cf1b,"20000015,20000023,02738535,03001627,04373704","ball chair,tulip chair,armchair,chair,swivel chair","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",KARE 75074 Swivel Chair Club 54 White (Drehstuhl Club 54 White Ostrich),
3dw.d49ce68499ee980de6c5cd45aa112726,"20000016,04331277,03001627","barcelona chair,straight chair,side chair,chair","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Cadeirão Preto (Easy Lounge Chair),
3dw.b1ef4c02ac7a0b28632c9ddc45ef4651,"20000016,04331277,03001627","barcelona chair,straight chair,side chair,chair","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Barcelona Chair,
3dw.3024deb09ba519c517089ab023f65eee,"20000016,04331277,03001627","barcelona chair,straight chair,side chair,chair","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Barcelona like,
3dw.5427106126c9851dc862eec8232fff1e,"20000016,02738535","barcelona chair,armchair","0.0\,0.0\,1.0","1.0\,0.0\,0.0",SCAN DESIGN Peter chair,
3dw.502116e5b87d1fbe69e92c4e191537ef,"20000016,04331277,03001627","barcelona chair,straight chair,side chair,chair","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Barcelona Chair,
3dw.2dca240a3726c004a83826e22c7812a6,"20000016,04331277,03001627","barcelona chair,straight chair,side chair,chair","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",POLTRONA,
3dw.533650991ca60fbfdbca69f936e89647,"20000016,03002711,04331277,03001627","barcelona chair,chaise longue,chaise,daybed,straight chair,side chair,chair","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",LAZZONI SOH VIK_ LOUNGE,
