fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.871516a54b6c8689615c01c6c616fbc8,04225987,skateboard,"0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",Longboard,
3dw.937c41b3d0d3a87fad1f278e1513f3b7,04225987,skateboard,"0.0\,0.0\,-1.0000001","-1.0000001\,0.0\,0.0",GIRL Skateboard,
3dw.95c69877104059fd1389cf37af584e4b,04225987,skateboard,"0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Skateboard,
3dw.573daccbcfdc94a3cbd54f2dfaecbd51,04225987,skateboard,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",powerboard,
3dw.710467261256490ce1bed90743417b0c,04225987,skateboard,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Skateboard,
3dw.8ae2871e13786052f42b80606c2f3752,04225987,skateboard,"0.0\,0.0\,-1.0","1.0\,0.0\,0.0",Lush Longboards -Tula Mini,
3dw.c4b7db8e09375b4d6830ad3775f4cffc,04225987,skateboard,"0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Skateboard,
3dw.e421c23a2c02cac61082f2ea630bf69e,04225987,skateboard,"0.0\,1.0\,0.0","-1.0\,0.0\,0.0",skateboard,
3dw.ea25b5f1fc8d76a36a1b26eff73443ff,04225987,skateboard,"0.0\,0.0\,1.0","1.0\,0.0\,0.0",Girl Skateboard,
3dw.36755d38d12e80c0702c58bc53d1e55f,04225987,skateboard,"0.0\,0.0\,1.0","0.0\,1.0\,0.0",Skateboard,
3dw.fc5c4986b2661d848fc8944fc8bfc667,04225987,skateboard,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Skateboard,
3dw.484a49065ab1430624256fd51423318f,04225987,skateboard,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Skateboard,
3dw.488b9ae283b800b282ec895e014b9eb3,04225987,skateboard,"0.9238795\,-0.14668645\,-0.3537852","4.1221454E-5\,-0.9237106\,0.38249367",skateboard,
3dw.380433d04091e04d3270ed754ff7ec06,04225987,skateboard,"0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",SkateBoard,
3dw.47bb28c62a245621ad3e04762b7c31c,04225987,skateboard,"0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Holesom Street Sweeper Longboard,
3dw.98222a1e5f59f2098745e78dbc45802e,04225987,skateboard,"0.0\,0.0\,1.0","0.0\,-1.0\,0.0","MW Longboards ""Fishbone""",
