fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.133c16fc6ca7d77676bb31db0358e9c6,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Luggage,
3dw.10a885f5971d9d4ce858db1dc3499392,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Louis Vuitton Suitcase II,
3dw.20b4891228ecfb4876bb31db0358e9c6,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Bag,
3dw.4a1f62dbe8b091eabc49cae1a831a9e,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Louis Vuitton Bag,
3dw.157fa29bcf6b890d76bb31db0358e9c6,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Purse,
3dw.c5c0f63f94ddf4c258d149fbd24761c4,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Suitcase,
3dw.766fe076d4cdef8cf0117851f0671fde,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",suitcase,
3dw.2022610a5d1a8455abc49cae1a831a9e,"02773838,03986949","bag,traveling bag,travelling bag,grip,suitcase,portmanteau,Gladstone,Gladstone bag","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Cute Handbag,
3dw.c4cb5bcb1a9399ae504721639e19f609,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Bag,
3dw.8ea3fa037107ec737426c116c412c132,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Maleta Victorinox,
3dw.54cd45b275f551b276bb31db0358e9c6,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Backpack,
3dw.adfe9029a1ca723eb8966aeece708f87,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0000001","-1.0000001\,3.6574396E-11\,0.0",leather bag,
3dw.4a175db3a8cad99b5dd5ceb34f6e33d9,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.3821395\,0.9241047","0.0\,-0.9241047\,0.3821395",Leather suitcase,
3dw.f72de241037d474e76bb31db0358e9c6,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Bag,
3dw.c3426d26e0408be4285e5a1f74237618,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Leather Suitcase,
3dw.72dd1dca3421f63576bb31db0358e9c6,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Suitcase,
3dw.5f3af8ff93de34c9e7922afdefd88b6e,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,0.9999999","0.0\,-0.9999999\,0.0",Suitcase,
3dw.d331a7bbfb0e7301e858db1dc3499392,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Louis Vuitton Suitcase,
3dw.d5881d42567baaf5dc19a9901b7e9a4f,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Hand Bag,
3dw.45f56ad8c0f4059323166544c0deb60f,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","1.0\,0.0\,0.0",bag,
3dw.581af450a3a8009abc49cae1a831a9e,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Ostrich Leather Handbag,
3dw.e49f6ae8fa76e90a285e5a1f74237618,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Crocodile Skin Handbag,
3dw.93ca5243aa73b5de81157c9325bb0e45,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",bag,
3dw.e90e27c3020d25dd76bb31db0358e9c6,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Purse,
3dw.f5800755a78fc83957be02cb1dc1e62,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",bag,
3dw.68e4ba38895d820df6fec4b901a12701,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",PC Luggage Transporter,
3dw.83ab18386e87bf4efef598dabc93c115,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Purse,
3dw.8569a0c606bbba73d9985ad45fbb635e,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Business Briefcase,
3dw.f297885d4918000ec8724d5673a063a6,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Shopping Bag,
3dw.774fcae246e7ad25c8724d5673a063a6,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,0.9999999","0.0\,0.9999999\,0.0",Shopping Bag - Groceries,
3dw.65680f336a50db976afa58a86636d6be,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",hermes birkin handbag,
3dw.e5fea6c1dacf3ed4cd99ccc7ff441abf,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Leather Handbag,
3dw.e450a063965ce182372d50f0ef237781,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Burberry Handbag,
3dw.e0eb0b7925869326aa7b926be24dab3d,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Burberry Purse,
3dw.dc52131684ed9cbbfe4a8257a424ee86,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Louis Vuitton Handbag,
3dw.cbc1512b28e9ed382bef451de0ed6949,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Louis Vuitton Handbag,
3dw.a55b721ea5a29d7f639ff561fa3f5bac,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Medic bag-thing,
3dw.88d375bc79ef32532e50abc7a1305908,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Crocodile Leather Handbag,
3dw.758dd5af7f18ed9acd99ccc7ff441abf,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Leather Handbag,
3dw.e8039f73cf912ff5e8c69fd29511206a,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Louis Vuitton Purse,
3dw.22065bf26a7da50a5c4dc8ac281ba59d,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Music Keyboard Softcase (Dynamic),
3dw.d9015890f9691fd593daa1a1c18444ab,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",green bag,
3dw.cd1e74f430acfaf0504721639e19f609,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",bag,
3dw.b1234d3adf9e476e9432386574f02229,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",hand bag,
3dw.8bc53bae41a8105f5c7506815f553527,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Hand bag,
3dw.506a05b6ba66bde0b726426d6c667c7,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",bolsa de compras,
3dw.f872a64810c123a47abde6405e4d8323,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",bag,
3dw.6881468dd51c214922022e93ae2b2b5b,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Crocodile Leather Handbag,
3dw.5afe31025e8574ea8d6e12c39b2d5023,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Suitcase,
3dw.f1c9ebc8417c029a4da5feafe6f1c8fc,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Base Full-Height Double Door,
3dw.e73d23dbd069877f4da5feafe6f1c8fc,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,-1.0\,0.0","0.0\,0.0\,1.0",Wall Double Door 27H,
3dw.e6daa1435018a044da5feafe6f1c8fc,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Wall Refrigerator 12Hx24D,
3dw.abba6df6294f20c569ea850160c0b35,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",bolsa,
3dw.5d4f774fdda6fa1dcd99ccc7ff441abf,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Zebra Print Leather Handbag,
3dw.5afca35479b347786f0abe366609662,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Louis Vuitton Coin Purse,
3dw.39381a2718d2a1d4d5f008f38a566dee,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0","bag,袋子,手提袋",
3dw.68b7ca73de30ad6df2197da8dec8488d,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",1215606541,
3dw.2ca6df7a5377825cfee773c7de26c274,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Burberry Handbag,
3dw.c3a5009c4867f7293c8d0fdfb1cc2535,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",sac,
3dw.3edc3bc2ecf58aae40090e51144242ea,02773838,"bag,traveling bag,travelling bag,grip,suitcase","0.0\,0.0\,1.0","0.0\,1.0\,0.0",leather bags,
