fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.26e186ab10abad8ee6873d49607c1f87,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Headphones open-back (on ear),
3dw.f90f01ec45ea95d65481d2ca627e43e7,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",Noise-Cancelling Headphones,
3dw.32b0b35517ed72e5fc176230c2f2d294,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Tron Legacy Headphones,
3dw.6475d0da1bfe0006c78df40cf2e9097a,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","1.0\,0.0\,0.0",CB 8100 Headphones,
3dw.98eb96633935d994c38ed9bce4ed5d0f,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",AKG K701,
3dw.703dced3f9479f348a731b44a5fe7a8e,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Sennheiser HD-25 Headphones,
3dw.63179fbdf2db65fff325ea98afcb29f9,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Headphone,
3dw.53433f3e15014d831220240e825d0985,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",headphones,
3dw.ba1ba6d3a76841132e398c137a41081d,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Reptile Wireless Headphones,
3dw.e8195dc3c0235dfe49852b2ef384d236,03261776,"earphone,earpiece,headphone,phone","-1.0\,0.0\,0.0","0.0\,0.0\,-1.0",Sony ericsson Headphones,
3dw.bb2ea6e44847055d59a6208793b9dfca,03261776,"earphone,earpiece,headphone,phone","-1.0\,0.0\,0.0","0.0\,0.0\,1.0",Beats Pro High Performance Professional Headphones,
3dw.2b28e2a5080101d245af43a64155c221,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Headphones,
3dw.6ab05701a8124ac25ff75fdb62ec3433,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Headphone,
3dw.e17597ea42e1e18f3f1da4d22f591d97,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Headphones,
3dw.724c6fc81a27625bb158ade66cebf744,03261776,"earphone,earpiece,headphone,phone","0.0\,1.0\,0.0","0.0\,0.0\,1.0",Sony MDR-V150 Studio Monitor Headphones,
3dw.2a6cbc4fe096263b6dd0f46427834ba3,03261776,"earphone,earpiece,headphone,phone","0.0\,1.0000001\,0.0","0.0\,0.0\,-1.0000001",Headphones,
3dw.b14f3ad3044ae1545f16c469ffeb982e,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Headphones,
3dw.b5c4585baef4a036dae5edc5d34da94f,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Beats by dre,
3dw.1d4f9c324d6388a9b904f4192b538029,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Beats,
3dw.5acf58974a81ba7ea7b482715d4b6103,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Headphones,
3dw.c81c908ddf6c48744310636931b68fdb,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",ZTec Wired Gaming Headset,
3dw.301d3c7e7a8cd529c37e70ff83bcc2f,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Sennheiser HD 212Pro,
3dw.64ab866236bd012a43ccf9e3e30b934d,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",headphones,
3dw.b26bc64c51736aa7eadbd0a9373027b4,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Beats By Dre Earphone - Made By Lewis071,
3dw.937cdf200b33bdfd1aec2282dd8bc87a,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Beats by Dr. Dre Studio Headphones,
3dw.d768ee2d3f60aedad4ea3f4c41b1b9bb,03261776,"earphone,earpiece,headphone,phone","0.0\,1.0\,0.0","0.0\,0.0\,1.0",Noise-cancelling earphones,
3dw.91a17b47f79aca8b2ed3579bacedc134,03261776,"earphone,earpiece,headphone,phone","-1.0000001\,0.0\,0.0","0.0\,0.0\,1.0000001",Beats Audio Headphones,
3dw.a959980585058ee42764cfba57a5de73,03261776,"earphone,earpiece,headphone,phone","0.0\,0.0\,1.0000001","1.0000001\,0.0\,0.0",pioneer headphone,
3dw.c7d59921f034165880403be969162a9b,03261776,"earphone,earpiece,headphone,phone","0.0\,1.0000001\,0.0","0.0\,0.0\,1.0000001",Beats By Dr Dre Solo Headphones (Red) - Made By Lewis071,
