fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.be3c2533130dd3da55f46d55537192b6,"02880940,02801938","bowl,basket,handbasket","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Fruit Bowl,
3dw.f76b14ffc2fe6c7485eb407ec5a0fadd,"02747177,02801938","ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin,basket,handbasket","0.0\,0.0\,1.0","0.70710677\,0.70710677\,0.0","dustbin, garbage can, trashcan, ashcan, wastebasket, litter basket, peda",
3dw.6d21c75bbe308322513c73fd461b230a,"02747177,02801938","ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin,basket,handbasket","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Waste Basket,
3dw.7b407dedd933e3812f59b845f0db2ab3,"02747177,02801938","ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin,basket,handbasket","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Waste basket,
3dw.5dbf477ba7765febb3a8888e78d004b3,02801938,"basket,handbasket","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",IKEA-BRANAS-Basket,
3dw.9e4a936285f32194e1a03d0bf111d109,"02801938,03050864","basket,handbasket,clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Super Low-Poly Basket,
3dw.5208bc4450a16d0e4b3c42e318f3affc,02801938,"basket,handbasket","0.0\,0.0\,1.0","1.0\,0.0\,0.0","Panier osier, Maisons du monde. Réf: 129.833 Prix:189€",
3dw.bd11c268ebb14e2d7ae6f33544c233fe,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","-1.0\,0.0\,0.0","Wicker basket, Sedona Tote, large",
3dw.7a0a4269578ee741adba2821eac2f4fa,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Basket 2,
3dw.d224635923b9ec4637dc91749a7c4915,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Basket,
3dw.61ce681b67ceb94f4c2db8f2b94d9c39,02801938,"basket,handbasket","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Basket,
3dw.5c67e859bd49074c5a9dc003587438be,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Rattan basket,
3dw.769f607f748898c737ac8d648045f9c5,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Bedroom Bench Wicker Drawers Blond Wood,
3dw.33a623a68ac3a6541c8c7b57a94dbb2e,02801938,"basket,handbasket","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Ikea Byholma 36x51x17cm,
3dw.1ed60448a8cc4b916e6624d94e2e0a1d,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","1.0\,0.0\,0.0",wicker basket,
3dw.9394df08489ae97eba5342d638d0c267,02801938,"basket,handbasket","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0","enfeite, caixa de rattan, rattan box, basket",
3dw.d9fb327b0e19a9ddc735651f0fb19093,"02801938,03050864","basket,handbasket,clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Koš na prádlo,
3dw.80765e61d1305e5936b0f2a1430e993a,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",NASUM,
3dw.4fcb0ea751f75df936b0f2a1430e993a,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",PJAS,
3dw.fe06ff4915b6665ae25f6fe802a8997,"02801938,03050864","basket,handbasket,clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Laundry Basket,
3dw.cebf28243694a6136aea2f18ee404fd5,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","0.0\,1.0\,0.0",basket,
3dw.3071896180371f53eab2bd7322386ffd,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Roman Marching Camp - Wicker Basket,
3dw.4867b23ae77c1c2a490ad276cd2af3a4,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","0.0\,1.0\,0.0","Echelle à paniers Justine, Maisons du monde. Réf: 104.407 Prix: 69 €",
3dw.e9b6ef7375650b54ad2fb8cd0793fa9a,02801938,"basket,handbasket","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Woven Wood Basket,
3dw.f8a8501a980f1688d5f9523b8b36563f,"02801938,03050864","basket,handbasket,clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Wood Basket,
3dw.b3b341fb9a2e406e36b0f2a1430e993a,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","1.0\,0.0\,0.0",BRANAS black 32,
3dw.97c3dff51452522814513156cf2b8d0d,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Basket,
3dw.9e2a1751b9129b1132fd0b3f17b0d6c,"02801938,02747177","basket,handbasket,ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Waste Basket,
3dw.44ed0531eedc723dfaaa4370fa1ccec,"02801938,02747177","basket,handbasket,ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Trash Basket,
3dw.6dc3773e131f8001e76bc197b3a3ffc0,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,1.0\,0.0","cesta, basket",
3dw.91b15dd98a6320afc26651d9d35b77ca,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Basket and bow,
3dw.87b731ecd900e291c763c9d0f7bd78f1,02801938,"basket,handbasket","0.0\,0.0\,1.0","-0.70710677\,0.70710677\,0.0",carolina sweetgrass basket,
3dw.2d8bb293b226dcb678c34bb504731cb9,02801938,"basket,handbasket","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Basket,
3dw.434194622dc684f81de9d8208aaa2d25,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Kraftmaid woven basket,
3dw.5c3dcc9b312de5b5a5d9ad16964840ab,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Storage Bench,
3dw.547b9fbe28ffae9d5f9a06467b1259de,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Picknick basket,
3dw.615e24df86c59f4536b0f2a1430e993a,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",BRANAS white 16,
3dw.98c3ddee85264efd7cd51b1084c649a6,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",basket,
3dw.2ae75c0f4bf43142e76bc197b3a3ffc0,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","basket, cesta",
3dw.3c06fb3595c39a4eeb6c29873b08c02,"02801938,03050864","basket,handbasket,clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Laundry Basket With Wheel,
3dw.e57f5dcfc6c4185dc2a6a08aa01a9e9,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Cat Basket,
3dw.eb58305e6c1b4455a9e3e4940ed610e4,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Woven bastket magazine holder,
3dw.2056cbd13e92764a61b3b6f2928a81b2,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Basket 1,
3dw.526a9f51fe93659c3c140c326fab0b5b,02801938,"basket,handbasket","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Black Basket,
3dw.3e88bbe0b7f7ab5a36b0f2a1430e993a,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","1.0\,0.0\,0.0",BRANAS white 32,
3dw.2294583b27469851da06470a491566ee,02801938,"basket,handbasket","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Magazine basket,
3dw.717f1009cff7c62e741621be11e9d307,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,1.0\,0.0",coast guard rescue basket,
3dw.f870bedc47fdbd287ae6f33544c233fe,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Pottery Barn Havana Utility Basket,
3dw.242e6c21d53890a236b0f2a1430e993a,"02801938,04582349","basket,handbasket,wicker basket","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",BRANAS black 16,
3dw.d8b9cb175465fac03a360f4a31f99f4a,02801938,"basket,handbasket","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Whole Food's Grocery Basket,
3dw.95385afe0390705a36b0f2a1430e993a,02801938,"basket,handbasket","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",BLADIS,
3dw.a838d7fcfff9732fed315c548018de56,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.7071067\,-0.7071067\,0.0",metal wire frame fruit basket,
3dw.a642201d64f3a2adf345c3e267c3bfb3,"02801938,03050864","basket,handbasket,clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Laundry Basket - high poly,
3dw.a0e69e333f8aceaa24ad83a2d67317f,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Red Shopping Basket,
3dw.951c5192ed4b3759fb0f1b7266d79466,"02801938,03050864","basket,handbasket,clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Full Laundry Basket,
3dw.e3ef8c272a15fe83a0a1ab077d2d8b1e,02801938,"basket,handbasket","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",Wasmand / laundry basket,
3dw.c1abb91a5a9e2ea36d0c80f3bebb5ec0,02801938,"basket,handbasket","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",cesta,
3dw.efc55d2da732898d188976e1056285ea,02801938,"basket,handbasket","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Grocery basket,
3dw.ac36b5a7ebeaf8fc317c35ada68f2189,02801938,"basket,handbasket","0.0\,0.0\,1.0","0.0\,1.0\,0.0",fruit basket,
3dw.87d80e10b71ebc1f7846915cc11caff4,03050864,"clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",clothes hamper,
3dw.d5ec4fb3e3a5ff31dd84b16d3edceb0b,03050864,"clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Hamper Uline Basket Truck,
3dw.dc4a523b039e39bda843bb865a04c01a,03050864,"clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",hamper,
3dw.3e64a7042776f19adc9938c9fceb2ffd,03050864,"clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Laundry Basket,
3dw.b37a77cec9643bae5257c4bca2a1f0,03050864,"clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Basket,
3dw.4b520e02e5bfed6ab8183a4a81361b94,03050864,"clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Laundry Basket,
3dw.bf4e9a91ced79f63d2ad39bada7a0a,03050864,"clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Laundry Basket,
3dw.a91387fd7e02ab1fe1642713fcd8a902,03050864,"clothes hamper,laundry basket,clothes basket,voider","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",model of a thatched laundry basket to scale,
