fullId,wnsynset,wnlemmas,up,front,name,tags
3dw.1e93ef2704131b52e111721a37269b0f,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0000001","0.0\,1.0000001\,0.0",Colt M1911A1,
3dw.eff3abfc08348cf4be0132953bc535f3,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Colt 1911,
3dw.a97fdc331fd7c8299cb41f075aef64e4,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",BB gun,
3dw.c045c2df9649384e58da2ab14df356b2,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Magnum Micro Desert Eagle,
3dw.8fa0dd437e6b8a819f433921788191f3,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0000001","0.0\,-1.0000001\,0.0",Desert Eagle .50 AE,
3dw.2acea60043da129a5a003776cb72cb3a,"03948459,04086273","pistol,handgun,side arm,shooting iron,revolver,six-gun,six-shooter","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Handgun with Silencer and Laser Sight,
3dw.345179cdbb6ac9da4dd752ddde80fb1,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Pistol,
3dw.10f7179292b04787cf335697521a6511,03948459,"pistol,handgun,side arm,shooting iron","0.0\,1.0\,0.0","-1.0\,0.0\,0.0",Desrt Eagle,
3dw.d3baf46b6c8a162fa267c8b6fcca89d9,"03948459,04086273","pistol,handgun,side arm,shooting iron,revolver,six-gun,six-shooter","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",.327 Magnum Revolver,
3dw.6119e9b1c0566e749f433921788191f3,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",Walther PPK,
3dw.b022617c83eda074de67c4fcc9fa48e9,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","0.0\,1.0\,0.0",hand gun version 2,
3dw.70459a553f42c300f85b811e02bb4272,"03948459,04090263,04250224","pistol,handgun,side arm,shooting iron,rifle,sniper rifle,precision rifle","0.0\,0.9999999\,0.0","-0.9999999\,0.0\,0.0",COLT M1911,
3dw.51c3ad915c53f9bde3f7f7749a803060,03948459,"pistol,handgun,side arm,shooting iron","0.0\,1.0\,0.0","-1.0\,0.0\,0.0",Beretta 87 Target (Model A),
3dw.a8aee0ed266811e5cad3066323224194,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Handgun,
3dw.aea1db1c8c014314314ac38f6030684f,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0000001","-1.0000001\,0.0\,0.0",Beretta 92S,
3dw.59849eb8aabd97a189e70f2b8644e333,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Pistol,
3dw.18a19c9d7ecf8ba9437e0b38fdbab2a8,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Goverment Colt Pistol,
3dw.ca012a47cf5efca23f9d84f9a87a44e4,"03948459,04250224","pistol,handgun,side arm,shooting iron,sniper rifle,precision rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Pistol,
3dw.1e9955ac94f8facf9e272653667f1619,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",beretta m9 slide back (DOWNLOAD AND LOOK AT DETAIL),
3dw.706a2ebf066f3cfc8af105e8848bb6ab,03948459,"pistol,handgun,side arm,shooting iron","0.0\,1.0\,0.0","-1.0\,0.0\,0.0",low poly beretta,
3dw.96013016f3e33bf3e1f2a1daf140ac9f,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","0.0\,1.0\,0.0",Colt M1911,
3dw.2625d5e4ee0a349844608b3255ca1886,"03948459,04086273","pistol,handgun,side arm,shooting iron,revolver,six-gun,six-shooter","0.0\,1.0\,0.0","-1.0\,0.0\,0.0",Mini-Uzi,
3dw.820f8b82a945eada1123c3d969d6331f,03948459,"pistol,handgun,side arm,shooting iron","0.0\,1.0\,0.0","-1.0\,0.0\,0.0",Colt .25 Airsoft,
3dw.c29bc7b0dcdbc2b9e1f2a1daf140ac9f,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",T Arms semi-auto handgun.,
3dw.5b2c7491683bc482fdd247fb557dd75a,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",M945 Pistol,
3dw.d747c1f677349e78803b54e9738b20a6,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",P-10MM,
3dw.df2e8011beb752dc44608b3255ca1886,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","0.0\,-1.0\,0.0","Handgun (Please rate, it's my first gun model)",
3dw.57b571c990cea8a8e1f2a1daf140ac9f,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","1.0\,0.0\,0.0",1911 handgun,
3dw.f6e410358d5a095a49a3c1009fa79820,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","0.0\,1.0\,0.0",A 35mm Handgun,
3dw.3b4f6cf1745e0a44a04d2f46d86c50a0,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","-1.0\,0.0\,0.0",Low poly luger,
3dw.ddcab81a79b6d9448618c83c15f2c76f,03948459,"pistol,handgun,side arm,shooting iron","0.0\,0.0\,1.0","0.0\,-1.0\,0.0",pistol,
3dw.ac88c6856c21ab422a79dd7a0c99f28d,"03948459,04090263","pistol,handgun,side arm,shooting iron,rifle","0.0\,0.0\,1.0","1.0\,0.0\,0.0",Glock 19,
